datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
6/2/2019 5:00:00 PM,6/2/2019 1:00:00 PM,RTO,1171.145
6/2/2019 6:00:00 PM,6/2/2019 2:00:00 PM,RTO,1068.445
6/2/2019 7:00:00 PM,6/2/2019 3:00:00 PM,RTO,951.499
6/2/2019 8:00:00 PM,6/2/2019 4:00:00 PM,RTO,800.794
6/2/2019 9:00:00 PM,6/2/2019 5:00:00 PM,RTO,674.121
6/2/2019 10:00:00 PM,6/2/2019 6:00:00 PM,RTO,351.013
6/2/2019 11:00:00 PM,6/2/2019 7:00:00 PM,RTO,82.101
6/3/2019 12:00:00 AM,6/2/2019 8:00:00 PM,RTO,0.904
6/3/2019 1:00:00 AM,6/2/2019 9:00:00 PM,RTO,-2.414
6/3/2019 2:00:00 AM,6/2/2019 10:00:00 PM,RTO,-2.360
6/3/2019 3:00:00 AM,6/2/2019 11:00:00 PM,RTO,-2.306
6/3/2019 4:00:00 AM,6/3/2019 12:00:00 AM,RTO,-2.292
6/3/2019 5:00:00 AM,6/3/2019 1:00:00 AM,RTO,-2.469
6/3/2019 6:00:00 AM,6/3/2019 2:00:00 AM,RTO,-2.221
6/3/2019 7:00:00 AM,6/3/2019 3:00:00 AM,RTO,-2.267
6/3/2019 8:00:00 AM,6/3/2019 4:00:00 AM,RTO,-2.473
6/3/2019 9:00:00 AM,6/3/2019 5:00:00 AM,RTO,0.142
6/3/2019 10:00:00 AM,6/3/2019 6:00:00 AM,RTO,81.381
6/3/2019 11:00:00 AM,6/3/2019 7:00:00 AM,RTO,382.078
6/3/2019 12:00:00 PM,6/3/2019 8:00:00 AM,RTO,791.523
6/3/2019 1:00:00 PM,6/3/2019 9:00:00 AM,RTO,1067.370
6/3/2019 2:00:00 PM,6/3/2019 10:00:00 AM,RTO,1206.024
6/3/2019 3:00:00 PM,6/3/2019 11:00:00 AM,RTO,1248.573
6/3/2019 4:00:00 PM,6/3/2019 12:00:00 PM,RTO,1247.136
6/3/2019 5:00:00 PM,6/3/2019 1:00:00 PM,RTO,1260.228
6/3/2019 6:00:00 PM,6/3/2019 2:00:00 PM,RTO,1256.878
6/3/2019 7:00:00 PM,6/3/2019 3:00:00 PM,RTO,1181.388
6/3/2019 8:00:00 PM,6/3/2019 4:00:00 PM,RTO,1045.817
6/3/2019 9:00:00 PM,6/3/2019 5:00:00 PM,RTO,867.846
6/3/2019 10:00:00 PM,6/3/2019 6:00:00 PM,RTO,510.517
6/3/2019 11:00:00 PM,6/3/2019 7:00:00 PM,RTO,138.662
6/4/2019 12:00:00 AM,6/3/2019 8:00:00 PM,RTO,1.144
6/4/2019 1:00:00 AM,6/3/2019 9:00:00 PM,RTO,-2.383
6/4/2019 2:00:00 AM,6/3/2019 10:00:00 PM,RTO,-2.313
6/4/2019 3:00:00 AM,6/3/2019 11:00:00 PM,RTO,-2.288
6/4/2019 4:00:00 AM,6/4/2019 12:00:00 AM,RTO,-2.322
6/4/2019 5:00:00 AM,6/4/2019 1:00:00 AM,RTO,-2.401
6/4/2019 6:00:00 AM,6/4/2019 2:00:00 AM,RTO,-2.312
6/4/2019 7:00:00 AM,6/4/2019 3:00:00 AM,RTO,-2.451
6/4/2019 8:00:00 AM,6/4/2019 4:00:00 AM,RTO,-2.301
6/4/2019 9:00:00 AM,6/4/2019 5:00:00 AM,RTO,0.091
6/4/2019 10:00:00 AM,6/4/2019 6:00:00 AM,RTO,128.103
6/4/2019 11:00:00 AM,6/4/2019 7:00:00 AM,RTO,558.968
6/4/2019 12:00:00 PM,6/4/2019 8:00:00 AM,RTO,899.390
6/4/2019 1:00:00 PM,6/4/2019 9:00:00 AM,RTO,1088.560
6/4/2019 2:00:00 PM,6/4/2019 10:00:00 AM,RTO,1201.330
6/4/2019 3:00:00 PM,6/4/2019 11:00:00 AM,RTO,1248.483
6/4/2019 4:00:00 PM,6/4/2019 12:00:00 PM,RTO,1254.080
6/4/2019 5:00:00 PM,6/4/2019 1:00:00 PM,RTO,1335.720
6/4/2019 6:00:00 PM,6/4/2019 2:00:00 PM,RTO,1306.984
6/4/2019 7:00:00 PM,6/4/2019 3:00:00 PM,RTO,1238.502
6/4/2019 8:00:00 PM,6/4/2019 4:00:00 PM,RTO,1115.892
6/4/2019 9:00:00 PM,6/4/2019 5:00:00 PM,RTO,904.426
6/4/2019 10:00:00 PM,6/4/2019 6:00:00 PM,RTO,549.550
6/4/2019 11:00:00 PM,6/4/2019 7:00:00 PM,RTO,140.578
6/5/2019 12:00:00 AM,6/4/2019 8:00:00 PM,RTO,0.789
6/5/2019 1:00:00 AM,6/4/2019 9:00:00 PM,RTO,-2.354
6/5/2019 2:00:00 AM,6/4/2019 10:00:00 PM,RTO,-2.416
6/5/2019 3:00:00 AM,6/4/2019 11:00:00 PM,RTO,-2.255
6/5/2019 4:00:00 AM,6/5/2019 12:00:00 AM,RTO,-2.418
6/5/2019 5:00:00 AM,6/5/2019 1:00:00 AM,RTO,-2.316
6/5/2019 6:00:00 AM,6/5/2019 2:00:00 AM,RTO,-2.342
6/5/2019 7:00:00 AM,6/5/2019 3:00:00 AM,RTO,-2.333
6/5/2019 8:00:00 AM,6/5/2019 4:00:00 AM,RTO,-2.317
6/5/2019 9:00:00 AM,6/5/2019 5:00:00 AM,RTO,-1.124
6/5/2019 10:00:00 AM,6/5/2019 6:00:00 AM,RTO,78.210
6/5/2019 11:00:00 AM,6/5/2019 7:00:00 AM,RTO,292.533
6/5/2019 12:00:00 PM,6/5/2019 8:00:00 AM,RTO,563.031
6/5/2019 1:00:00 PM,6/5/2019 9:00:00 AM,RTO,724.112
6/5/2019 2:00:00 PM,6/5/2019 10:00:00 AM,RTO,851.200
6/5/2019 3:00:00 PM,6/5/2019 11:00:00 AM,RTO,1016.598
6/5/2019 4:00:00 PM,6/5/2019 12:00:00 PM,RTO,1062.189
6/5/2019 5:00:00 PM,6/5/2019 1:00:00 PM,RTO,987.574
6/5/2019 6:00:00 PM,6/5/2019 2:00:00 PM,RTO,850.639
6/5/2019 7:00:00 PM,6/5/2019 3:00:00 PM,RTO,751.876
6/5/2019 8:00:00 PM,6/5/2019 4:00:00 PM,RTO,388.292
6/5/2019 9:00:00 PM,6/5/2019 5:00:00 PM,RTO,190.077
6/5/2019 10:00:00 PM,6/5/2019 6:00:00 PM,RTO,120.172
6/5/2019 11:00:00 PM,6/5/2019 7:00:00 PM,RTO,41.813
6/6/2019 12:00:00 AM,6/5/2019 8:00:00 PM,RTO,0.331
6/6/2019 1:00:00 AM,6/5/2019 9:00:00 PM,RTO,-2.428
6/6/2019 2:00:00 AM,6/5/2019 10:00:00 PM,RTO,-2.259
6/6/2019 3:00:00 AM,6/5/2019 11:00:00 PM,RTO,-2.351
6/6/2019 4:00:00 AM,6/6/2019 12:00:00 AM,RTO,-2.273
6/6/2019 5:00:00 AM,6/6/2019 1:00:00 AM,RTO,-2.162
6/6/2019 6:00:00 AM,6/6/2019 2:00:00 AM,RTO,-2.313
6/6/2019 7:00:00 AM,6/6/2019 3:00:00 AM,RTO,-2.324
6/6/2019 8:00:00 AM,6/6/2019 4:00:00 AM,RTO,-2.212
6/6/2019 9:00:00 AM,6/6/2019 5:00:00 AM,RTO,-0.309
6/6/2019 10:00:00 AM,6/6/2019 6:00:00 AM,RTO,64.644
6/6/2019 11:00:00 AM,6/6/2019 7:00:00 AM,RTO,324.967
6/6/2019 12:00:00 PM,6/6/2019 8:00:00 AM,RTO,598.979
6/6/2019 1:00:00 PM,6/6/2019 9:00:00 AM,RTO,896.362
6/6/2019 2:00:00 PM,6/6/2019 10:00:00 AM,RTO,1054.378
6/6/2019 3:00:00 PM,6/6/2019 11:00:00 AM,RTO,1108.624
6/6/2019 4:00:00 PM,6/6/2019 12:00:00 PM,RTO,1051.185
6/6/2019 5:00:00 PM,6/6/2019 1:00:00 PM,RTO,1021.818
6/6/2019 6:00:00 PM,6/6/2019 2:00:00 PM,RTO,979.420
6/6/2019 7:00:00 PM,6/6/2019 3:00:00 PM,RTO,936.445
6/6/2019 8:00:00 PM,6/6/2019 4:00:00 PM,RTO,821.762
6/6/2019 9:00:00 PM,6/6/2019 5:00:00 PM,RTO,541.204
6/6/2019 10:00:00 PM,6/6/2019 6:00:00 PM,RTO,240.507
6/6/2019 11:00:00 PM,6/6/2019 7:00:00 PM,RTO,71.148
6/7/2019 12:00:00 AM,6/6/2019 8:00:00 PM,RTO,0.807
6/7/2019 1:00:00 AM,6/6/2019 9:00:00 PM,RTO,-2.400
6/7/2019 2:00:00 AM,6/6/2019 10:00:00 PM,RTO,-2.399
6/7/2019 3:00:00 AM,6/6/2019 11:00:00 PM,RTO,-2.175
6/7/2019 4:00:00 AM,6/7/2019 12:00:00 AM,RTO,-2.397
6/7/2019 5:00:00 AM,6/7/2019 1:00:00 AM,RTO,-2.261
6/7/2019 6:00:00 AM,6/7/2019 2:00:00 AM,RTO,-2.449
6/7/2019 7:00:00 AM,6/7/2019 3:00:00 AM,RTO,-2.481
6/7/2019 8:00:00 AM,6/7/2019 4:00:00 AM,RTO,-2.314
6/7/2019 9:00:00 AM,6/7/2019 5:00:00 AM,RTO,-0.059
6/7/2019 10:00:00 AM,6/7/2019 6:00:00 AM,RTO,64.498
6/7/2019 11:00:00 AM,6/7/2019 7:00:00 AM,RTO,249.035
6/7/2019 12:00:00 PM,6/7/2019 8:00:00 AM,RTO,454.891
6/7/2019 1:00:00 PM,6/7/2019 9:00:00 AM,RTO,650.039
6/7/2019 2:00:00 PM,6/7/2019 10:00:00 AM,RTO,741.981
6/7/2019 3:00:00 PM,6/7/2019 11:00:00 AM,RTO,739.359
6/7/2019 4:00:00 PM,6/7/2019 12:00:00 PM,RTO,778.700
6/7/2019 5:00:00 PM,6/7/2019 1:00:00 PM,RTO,714.989
6/7/2019 6:00:00 PM,6/7/2019 2:00:00 PM,RTO,559.591
6/7/2019 7:00:00 PM,6/7/2019 3:00:00 PM,RTO,454.723
6/7/2019 8:00:00 PM,6/7/2019 4:00:00 PM,RTO,338.763
6/7/2019 9:00:00 PM,6/7/2019 5:00:00 PM,RTO,216.553
6/7/2019 10:00:00 PM,6/7/2019 6:00:00 PM,RTO,101.073
6/7/2019 11:00:00 PM,6/7/2019 7:00:00 PM,RTO,31.203
6/8/2019 12:00:00 AM,6/7/2019 8:00:00 PM,RTO,-1.288
6/8/2019 1:00:00 AM,6/7/2019 9:00:00 PM,RTO,-2.491
6/8/2019 2:00:00 AM,6/7/2019 10:00:00 PM,RTO,-2.206
6/8/2019 3:00:00 AM,6/7/2019 11:00:00 PM,RTO,-2.403
6/8/2019 4:00:00 AM,6/8/2019 12:00:00 AM,RTO,-2.316
6/8/2019 5:00:00 AM,6/8/2019 1:00:00 AM,RTO,-2.420
6/8/2019 6:00:00 AM,6/8/2019 2:00:00 AM,RTO,-2.369
6/8/2019 7:00:00 AM,6/8/2019 3:00:00 AM,RTO,-2.455
6/8/2019 8:00:00 AM,6/8/2019 4:00:00 AM,RTO,-2.264
6/8/2019 9:00:00 AM,6/8/2019 5:00:00 AM,RTO,0.221
6/8/2019 10:00:00 AM,6/8/2019 6:00:00 AM,RTO,55.264
6/8/2019 11:00:00 AM,6/8/2019 7:00:00 AM,RTO,224.136
6/8/2019 12:00:00 PM,6/8/2019 8:00:00 AM,RTO,395.978
6/8/2019 1:00:00 PM,6/8/2019 9:00:00 AM,RTO,556.092
6/8/2019 2:00:00 PM,6/8/2019 10:00:00 AM,RTO,659.165
6/8/2019 3:00:00 PM,6/8/2019 11:00:00 AM,RTO,752.566
6/8/2019 4:00:00 PM,6/8/2019 12:00:00 PM,RTO,812.121
6/8/2019 5:00:00 PM,6/8/2019 1:00:00 PM,RTO,831.430
6/8/2019 6:00:00 PM,6/8/2019 2:00:00 PM,RTO,811.355
6/8/2019 7:00:00 PM,6/8/2019 3:00:00 PM,RTO,737.988
6/8/2019 8:00:00 PM,6/8/2019 4:00:00 PM,RTO,592.227
6/8/2019 9:00:00 PM,6/8/2019 5:00:00 PM,RTO,375.585
6/8/2019 10:00:00 PM,6/8/2019 6:00:00 PM,RTO,195.285
6/8/2019 11:00:00 PM,6/8/2019 7:00:00 PM,RTO,56.046
6/9/2019 12:00:00 AM,6/8/2019 8:00:00 PM,RTO,-0.043
6/9/2019 1:00:00 AM,6/8/2019 9:00:00 PM,RTO,-2.293
6/9/2019 2:00:00 AM,6/8/2019 10:00:00 PM,RTO,-2.483
6/9/2019 3:00:00 AM,6/8/2019 11:00:00 PM,RTO,-2.203
6/9/2019 4:00:00 AM,6/9/2019 12:00:00 AM,RTO,-2.440
6/9/2019 5:00:00 AM,6/9/2019 1:00:00 AM,RTO,-2.228
6/9/2019 6:00:00 AM,6/9/2019 2:00:00 AM,RTO,-2.472
6/9/2019 7:00:00 AM,6/9/2019 3:00:00 AM,RTO,-2.331
6/9/2019 8:00:00 AM,6/9/2019 4:00:00 AM,RTO,-2.472
6/9/2019 9:00:00 AM,6/9/2019 5:00:00 AM,RTO,1.001
6/9/2019 10:00:00 AM,6/9/2019 6:00:00 AM,RTO,39.742
6/9/2019 11:00:00 AM,6/9/2019 7:00:00 AM,RTO,186.197
6/9/2019 12:00:00 PM,6/9/2019 8:00:00 AM,RTO,349.573
6/9/2019 1:00:00 PM,6/9/2019 9:00:00 AM,RTO,555.924
6/9/2019 2:00:00 PM,6/9/2019 10:00:00 AM,RTO,718.479
6/9/2019 3:00:00 PM,6/9/2019 11:00:00 AM,RTO,851.778
6/9/2019 4:00:00 PM,6/9/2019 12:00:00 PM,RTO,916.619
6/9/2019 5:00:00 PM,6/9/2019 1:00:00 PM,RTO,890.495
6/9/2019 6:00:00 PM,6/9/2019 2:00:00 PM,RTO,848.403
6/9/2019 7:00:00 PM,6/9/2019 3:00:00 PM,RTO,783.600
6/9/2019 8:00:00 PM,6/9/2019 4:00:00 PM,RTO,631.249
6/9/2019 9:00:00 PM,6/9/2019 5:00:00 PM,RTO,346.683
6/9/2019 10:00:00 PM,6/9/2019 6:00:00 PM,RTO,166.570
6/9/2019 11:00:00 PM,6/9/2019 7:00:00 PM,RTO,49.486
6/10/2019 12:00:00 AM,6/9/2019 8:00:00 PM,RTO,-0.535
6/10/2019 1:00:00 AM,6/9/2019 9:00:00 PM,RTO,-2.520
6/10/2019 2:00:00 AM,6/9/2019 10:00:00 PM,RTO,-2.309
6/10/2019 3:00:00 AM,6/9/2019 11:00:00 PM,RTO,-2.264
6/10/2019 4:00:00 AM,6/10/2019 12:00:00 AM,RTO,-2.429
6/10/2019 5:00:00 AM,6/10/2019 1:00:00 AM,RTO,-2.367
6/10/2019 6:00:00 AM,6/10/2019 2:00:00 AM,RTO,-2.327
6/10/2019 7:00:00 AM,6/10/2019 3:00:00 AM,RTO,-2.302
6/10/2019 8:00:00 AM,6/10/2019 4:00:00 AM,RTO,-2.352
6/10/2019 9:00:00 AM,6/10/2019 5:00:00 AM,RTO,-2.035
6/10/2019 10:00:00 AM,6/10/2019 6:00:00 AM,RTO,30.677
6/10/2019 11:00:00 AM,6/10/2019 7:00:00 AM,RTO,162.507
6/10/2019 12:00:00 PM,6/10/2019 8:00:00 AM,RTO,299.575
6/10/2019 1:00:00 PM,6/10/2019 9:00:00 AM,RTO,429.137
6/10/2019 2:00:00 PM,6/10/2019 10:00:00 AM,RTO,558.441
6/10/2019 3:00:00 PM,6/10/2019 11:00:00 AM,RTO,663.830
6/10/2019 4:00:00 PM,6/10/2019 12:00:00 PM,RTO,679.998
6/10/2019 5:00:00 PM,6/10/2019 1:00:00 PM,RTO,670.123
6/10/2019 6:00:00 PM,6/10/2019 2:00:00 PM,RTO,614.709
6/10/2019 7:00:00 PM,6/10/2019 3:00:00 PM,RTO,564.544
6/10/2019 8:00:00 PM,6/10/2019 4:00:00 PM,RTO,316.594
6/10/2019 9:00:00 PM,6/10/2019 5:00:00 PM,RTO,228.416
6/10/2019 10:00:00 PM,6/10/2019 6:00:00 PM,RTO,170.654
6/10/2019 11:00:00 PM,6/10/2019 7:00:00 PM,RTO,58.986
6/11/2019 12:00:00 AM,6/10/2019 8:00:00 PM,RTO,0.001
6/11/2019 1:00:00 AM,6/10/2019 9:00:00 PM,RTO,-2.456
6/11/2019 2:00:00 AM,6/10/2019 10:00:00 PM,RTO,-2.235
6/11/2019 3:00:00 AM,6/10/2019 11:00:00 PM,RTO,-2.389
6/11/2019 4:00:00 AM,6/11/2019 12:00:00 AM,RTO,-2.152
6/11/2019 5:00:00 AM,6/11/2019 1:00:00 AM,RTO,-2.325
6/11/2019 6:00:00 AM,6/11/2019 2:00:00 AM,RTO,-2.433
6/11/2019 7:00:00 AM,6/11/2019 3:00:00 AM,RTO,-2.338
6/11/2019 8:00:00 AM,6/11/2019 4:00:00 AM,RTO,-2.350
6/11/2019 9:00:00 AM,6/11/2019 5:00:00 AM,RTO,-2.381
6/11/2019 10:00:00 AM,6/11/2019 6:00:00 AM,RTO,11.106
6/11/2019 11:00:00 AM,6/11/2019 7:00:00 AM,RTO,110.860
6/11/2019 12:00:00 PM,6/11/2019 8:00:00 AM,RTO,307.028
6/11/2019 1:00:00 PM,6/11/2019 9:00:00 AM,RTO,572.380
6/11/2019 2:00:00 PM,6/11/2019 10:00:00 AM,RTO,941.155
6/11/2019 3:00:00 PM,6/11/2019 11:00:00 AM,RTO,1138.720
6/11/2019 4:00:00 PM,6/11/2019 12:00:00 PM,RTO,1293.062
6/11/2019 5:00:00 PM,6/11/2019 1:00:00 PM,RTO,1345.870
6/11/2019 6:00:00 PM,6/11/2019 2:00:00 PM,RTO,1327.940
6/11/2019 7:00:00 PM,6/11/2019 3:00:00 PM,RTO,1267.143
6/11/2019 8:00:00 PM,6/11/2019 4:00:00 PM,RTO,1153.263
6/11/2019 9:00:00 PM,6/11/2019 5:00:00 PM,RTO,976.695
6/11/2019 10:00:00 PM,6/11/2019 6:00:00 PM,RTO,648.271
6/11/2019 11:00:00 PM,6/11/2019 7:00:00 PM,RTO,174.986
6/12/2019 12:00:00 AM,6/11/2019 8:00:00 PM,RTO,4.397
6/12/2019 1:00:00 AM,6/11/2019 9:00:00 PM,RTO,-2.207
6/12/2019 2:00:00 AM,6/11/2019 10:00:00 PM,RTO,-2.361
6/12/2019 3:00:00 AM,6/11/2019 11:00:00 PM,RTO,-2.184
6/12/2019 4:00:00 AM,6/12/2019 12:00:00 AM,RTO,-2.467
6/12/2019 5:00:00 AM,6/12/2019 1:00:00 AM,RTO,-2.290
6/12/2019 6:00:00 AM,6/12/2019 2:00:00 AM,RTO,-2.355
6/12/2019 7:00:00 AM,6/12/2019 3:00:00 AM,RTO,-2.382
6/12/2019 8:00:00 AM,6/12/2019 4:00:00 AM,RTO,-2.281
6/12/2019 9:00:00 AM,6/12/2019 5:00:00 AM,RTO,0.152
6/12/2019 10:00:00 AM,6/12/2019 6:00:00 AM,RTO,96.909
6/12/2019 11:00:00 AM,6/12/2019 7:00:00 AM,RTO,357.158
6/12/2019 12:00:00 PM,6/12/2019 8:00:00 AM,RTO,732.916
6/12/2019 1:00:00 PM,6/12/2019 9:00:00 AM,RTO,910.435
6/12/2019 2:00:00 PM,6/12/2019 10:00:00 AM,RTO,1030.420
6/12/2019 3:00:00 PM,6/12/2019 11:00:00 AM,RTO,1104.408
6/12/2019 4:00:00 PM,6/12/2019 12:00:00 PM,RTO,1082.242
6/12/2019 5:00:00 PM,6/12/2019 1:00:00 PM,RTO,1027.497
6/12/2019 6:00:00 PM,6/12/2019 2:00:00 PM,RTO,972.014
6/12/2019 7:00:00 PM,6/12/2019 3:00:00 PM,RTO,884.521
6/12/2019 8:00:00 PM,6/12/2019 4:00:00 PM,RTO,676.860
6/12/2019 9:00:00 PM,6/12/2019 5:00:00 PM,RTO,451.455
6/12/2019 10:00:00 PM,6/12/2019 6:00:00 PM,RTO,226.981
6/12/2019 11:00:00 PM,6/12/2019 7:00:00 PM,RTO,49.443
6/13/2019 12:00:00 AM,6/12/2019 8:00:00 PM,RTO,0.139
6/13/2019 1:00:00 AM,6/12/2019 9:00:00 PM,RTO,-2.273
6/13/2019 2:00:00 AM,6/12/2019 10:00:00 PM,RTO,-2.241
6/13/2019 3:00:00 AM,6/12/2019 11:00:00 PM,RTO,-2.340
6/13/2019 4:00:00 AM,6/13/2019 12:00:00 AM,RTO,-2.265
6/13/2019 5:00:00 AM,6/13/2019 1:00:00 AM,RTO,-2.345
6/13/2019 6:00:00 AM,6/13/2019 2:00:00 AM,RTO,-2.348
6/13/2019 7:00:00 AM,6/13/2019 3:00:00 AM,RTO,-2.323
6/13/2019 8:00:00 AM,6/13/2019 4:00:00 AM,RTO,-2.354
6/13/2019 9:00:00 AM,6/13/2019 5:00:00 AM,RTO,-2.242
6/13/2019 10:00:00 AM,6/13/2019 6:00:00 AM,RTO,16.922
6/13/2019 11:00:00 AM,6/13/2019 7:00:00 AM,RTO,127.544
6/13/2019 12:00:00 PM,6/13/2019 8:00:00 AM,RTO,257.264
6/13/2019 1:00:00 PM,6/13/2019 9:00:00 AM,RTO,434.216
6/13/2019 2:00:00 PM,6/13/2019 10:00:00 AM,RTO,604.202
6/13/2019 3:00:00 PM,6/13/2019 11:00:00 AM,RTO,808.104
6/13/2019 4:00:00 PM,6/13/2019 12:00:00 PM,RTO,898.187
6/13/2019 5:00:00 PM,6/13/2019 1:00:00 PM,RTO,852.768
6/13/2019 6:00:00 PM,6/13/2019 2:00:00 PM,RTO,859.498
6/13/2019 7:00:00 PM,6/13/2019 3:00:00 PM,RTO,719.081
6/13/2019 8:00:00 PM,6/13/2019 4:00:00 PM,RTO,761.299
6/13/2019 9:00:00 PM,6/13/2019 5:00:00 PM,RTO,617.651
6/13/2019 10:00:00 PM,6/13/2019 6:00:00 PM,RTO,370.203
6/13/2019 11:00:00 PM,6/13/2019 7:00:00 PM,RTO,117.646
6/14/2019 12:00:00 AM,6/13/2019 8:00:00 PM,RTO,3.630
6/14/2019 1:00:00 AM,6/13/2019 9:00:00 PM,RTO,-2.243
6/14/2019 2:00:00 AM,6/13/2019 10:00:00 PM,RTO,-2.387
6/14/2019 3:00:00 AM,6/13/2019 11:00:00 PM,RTO,-2.262
6/14/2019 4:00:00 AM,6/14/2019 12:00:00 AM,RTO,-2.195
6/14/2019 5:00:00 AM,6/14/2019 1:00:00 AM,RTO,-2.261
6/14/2019 6:00:00 AM,6/14/2019 2:00:00 AM,RTO,-2.320
6/14/2019 7:00:00 AM,6/14/2019 3:00:00 AM,RTO,-2.338
6/14/2019 8:00:00 AM,6/14/2019 4:00:00 AM,RTO,-2.280
6/14/2019 9:00:00 AM,6/14/2019 5:00:00 AM,RTO,-0.337
6/14/2019 10:00:00 AM,6/14/2019 6:00:00 AM,RTO,86.867
6/14/2019 11:00:00 AM,6/14/2019 7:00:00 AM,RTO,452.649
6/14/2019 12:00:00 PM,6/14/2019 8:00:00 AM,RTO,740.853
6/14/2019 1:00:00 PM,6/14/2019 9:00:00 AM,RTO,875.214
6/14/2019 2:00:00 PM,6/14/2019 10:00:00 AM,RTO,932.848
6/14/2019 3:00:00 PM,6/14/2019 11:00:00 AM,RTO,891.009
6/14/2019 4:00:00 PM,6/14/2019 12:00:00 PM,RTO,960.858
6/14/2019 5:00:00 PM,6/14/2019 1:00:00 PM,RTO,949.912
6/14/2019 6:00:00 PM,6/14/2019 2:00:00 PM,RTO,1024.747
6/14/2019 7:00:00 PM,6/14/2019 3:00:00 PM,RTO,1043.879
6/14/2019 8:00:00 PM,6/14/2019 4:00:00 PM,RTO,957.990
6/14/2019 9:00:00 PM,6/14/2019 5:00:00 PM,RTO,795.512
6/14/2019 10:00:00 PM,6/14/2019 6:00:00 PM,RTO,531.784
6/14/2019 11:00:00 PM,6/14/2019 7:00:00 PM,RTO,166.335
6/15/2019 12:00:00 AM,6/14/2019 8:00:00 PM,RTO,4.249
6/15/2019 1:00:00 AM,6/14/2019 9:00:00 PM,RTO,-1.759
6/15/2019 2:00:00 AM,6/14/2019 10:00:00 PM,RTO,-1.708
6/15/2019 3:00:00 AM,6/14/2019 11:00:00 PM,RTO,-1.745
6/15/2019 4:00:00 AM,6/15/2019 12:00:00 AM,RTO,-1.755
6/15/2019 5:00:00 AM,6/15/2019 1:00:00 AM,RTO,-1.786
6/15/2019 6:00:00 AM,6/15/2019 2:00:00 AM,RTO,-1.777
6/15/2019 7:00:00 AM,6/15/2019 3:00:00 AM,RTO,-1.753
6/15/2019 8:00:00 AM,6/15/2019 4:00:00 AM,RTO,-1.752
6/15/2019 9:00:00 AM,6/15/2019 5:00:00 AM,RTO,0.028
6/15/2019 10:00:00 AM,6/15/2019 6:00:00 AM,RTO,103.762
