forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
9/6/2019 12:00:00 AM,9/7/2019 12:00:00 AM,PJM RTO,28522,4043,15316,9163
9/7/2019 12:00:00 AM,9/7/2019 12:00:00 AM,PJM RTO,29847,3917,14549,11381
9/2/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,19008,6935,7151,4922
9/3/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,20529,6935,8520,5074
9/4/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,22728,6905,9740,6083
9/5/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,23841,6905,10606,6330
9/6/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,27668,6905,12401,8362
9/7/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,28652,6781,12204,9667
9/8/2019 12:00:00 AM,9/8/2019 12:00:00 AM,PJM RTO,29457,6781,10768,11908
9/3/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,19414,7264,7076,5074
9/4/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,21367,7234,8060,6073
9/5/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,21961,7234,8424,6303
9/6/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,22924,7234,9003,6687
9/7/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,24606,7110,9567,7929
9/8/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,23844,7110,8301,8433
9/9/2019 12:00:00 AM,9/9/2019 12:00:00 AM,PJM RTO,27089,6640,7813,12636
9/4/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,17533,6981,5931,4621
9/5/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,18326,6981,6494,4851
9/6/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,19053,6981,7204,4868
9/7/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,21635,6857,8837,5941
9/8/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,21166,6857,8236,6073
9/9/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,21065,6857,8062,6146
9/10/2019 12:00:00 AM,9/10/2019 12:00:00 AM,PJM RTO,26209,6803,7855,11551
9/5/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,16805,6981,4973,4851
9/6/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,17632,6981,5783,4868
9/7/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,20112,6857,7332,5923
9/8/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,19942,6857,7340,5745
9/9/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,20164,6857,7340,5967
9/10/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,21210,6803,7473,6934
9/11/2019 12:00:00 AM,9/11/2019 12:00:00 AM,PJM RTO,22997,6803,4845,11349
9/6/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,17819,7037,5969,4813
9/7/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,18531,6913,6564,5054
9/8/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,18361,6913,6572,4876
9/9/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,18383,6913,6575,4895
9/10/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,19330,6859,7632,4839
9/11/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,21109,6859,6331,7919
9/12/2019 12:00:00 AM,9/12/2019 12:00:00 AM,PJM RTO,27473,6874,5035,15564
9/7/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,21514,7697,8778,5039
9/8/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,21344,7697,8786,4861
9/9/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,21377,7697,8800,4880
9/10/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,22453,7643,10010,4800
9/11/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,25592,7643,10961,6988
9/12/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,31913,7658,12929,11326
9/13/2019 12:00:00 AM,9/13/2019 12:00:00 AM,PJM RTO,35763,7658,13514,14591
9/8/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,23997,11919,7357,4721
9/9/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,24034,11919,7379,4736
9/10/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,23631,11882,6963,4786
9/11/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,25877,11882,9153,4842
9/12/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,28175,11897,9443,6835
9/13/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,30891,11810,10020,9061
9/14/2019 12:00:00 AM,9/14/2019 12:00:00 AM,PJM RTO,34712,11342,10217,13153
9/9/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,24670,13236,6698,4736
9/10/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,24544,13199,6566,4779
9/11/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,25794,13199,7786,4809
9/12/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,28086,13214,8049,6823
9/13/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,30003,12659,8353,8991
9/14/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,34016,12191,9702,12123
9/15/2019 12:00:00 AM,9/15/2019 12:00:00 AM,PJM RTO,35737,12191,10285,13261
9/10/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,22525,14004,3793,4728
9/11/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,24065,14004,5301,4760
9/12/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,25712,14019,5600,6093
9/13/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,27752,13464,6683,7605
9/14/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,31470,12831,9068,9571
9/15/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,32457,12831,8946,10680
9/16/2019 12:00:00 AM,9/16/2019 12:00:00 AM,PJM RTO,35623,12819,10028,12776
9/11/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,22959,13706,4613,4640
9/12/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,24810,13721,5116,5973
9/13/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,26224,13166,6437,6621
9/14/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,27314,12533,7220,7561
9/15/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,28467,12533,7433,8501
9/16/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,29468,12521,8966,7981
9/17/2019 12:00:00 AM,9/17/2019 12:00:00 AM,PJM RTO,34629,12506,9238,12885
9/12/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,24861,14859,4204,5798
9/13/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,25635,14304,5399,5932
9/14/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,25624,13506,5828,6290
9/15/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,25562,13456,5706,6400
9/16/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,26258,13444,6401,6413
9/17/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,31254,13429,7781,10044
9/18/2019 12:00:00 AM,9/18/2019 12:00:00 AM,PJM RTO,31582,13429,8116,10037
9/13/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,25244,14056,5256,5932
9/14/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,25659,13258,6111,6290
9/15/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,25597,13208,5989,6400
9/16/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,25740,13196,6131,6413
9/17/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,29642,13181,6969,9492
9/18/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,30348,13225,7680,9443
9/19/2019 12:00:00 AM,9/19/2019 12:00:00 AM,PJM RTO,32576,13442,7256,11878
9/14/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,27005,15030,5685,6290
9/15/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,26943,14980,5563,6400
9/16/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,27086,14968,5705,6413
9/17/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,29515,14953,6729,7833
9/18/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,30619,14997,7839,7783
9/19/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,33761,14782,9315,9664
9/20/2019 12:00:00 AM,9/20/2019 12:00:00 AM,PJM RTO,34299,14782,9026,10491
9/15/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,31405,18560,6661,6184
9/16/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,31389,18548,6663,6178
9/17/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,33513,18528,7815,7170
9/18/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,34323,18572,8360,7391
9/19/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,36787,18572,9893,8322
9/20/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,37574,18391,10770,8413
9/21/2019 12:00:00 AM,9/21/2019 12:00:00 AM,PJM RTO,39171,18166,10881,10124
9/16/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,30238,18171,6411,5656
9/17/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,32248,18151,7550,6547
9/18/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,33358,18195,7918,7245
9/19/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,36627,18195,10274,8158
9/20/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,38056,18014,11780,8262
9/21/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,38960,17810,11452,9698
9/22/2019 12:00:00 AM,9/22/2019 12:00:00 AM,PJM RTO,39177,17810,10709,10658
9/17/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,33526,19901,7080,6545
9/18/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,34863,19945,7678,7240
9/19/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,36523,19945,9061,7517
9/20/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,36222,19761,8840,7621
9/21/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,37097,19640,8400,9057
9/22/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,38402,19640,8498,10264
9/23/2019 12:00:00 AM,9/23/2019 12:00:00 AM,PJM RTO,39214,19640,8927,10647
9/18/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,37610,22190,8010,7410
9/19/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,40636,22190,10779,7667
9/20/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,39852,22006,10076,7770
9/21/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,41509,21507,11429,8573
9/22/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,41851,21507,11285,9059
9/23/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,42436,21507,11359,9570
9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,PJM RTO,46471,20207,13179,13085
9/19/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,40625,22432,10760,7433
9/20/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,40593,22248,10829,7516
9/21/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,40993,21876,11553,7564
9/22/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,40889,21876,11565,7448
9/23/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,41265,21876,11534,7855
9/24/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,44608,20576,12561,11471
9/25/2019 12:00:00 AM,9/25/2019 12:00:00 AM,PJM RTO,48456,20222,13418,14816
9/20/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,38579,21956,9501,7122
9/21/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,39005,21575,10223,7207
9/22/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,38874,21575,10235,7064
9/23/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,38960,21575,10204,7181
9/24/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,42267,20275,12378,9614
9/25/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,47200,20275,14415,12510
9/26/2019 12:00:00 AM,9/26/2019 12:00:00 AM,PJM RTO,49759,19374,15341,15044
9/21/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,39061,22979,8936,7146
9/22/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,38828,22979,8846,7003
9/23/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,39212,22979,9113,7120
9/24/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,42746,21679,11514,9553
9/25/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,48042,21679,13884,12479
9/26/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,50159,20778,16135,13246
9/27/2019 12:00:00 AM,9/27/2019 12:00:00 AM,PJM RTO,50023,20610,14713,14700
9/22/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,37034,23735,6485,6814
9/23/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,37418,23735,6752,6931
9/24/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,39799,22435,8784,8580
9/25/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,40707,22435,9568,8704
9/26/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,41779,21912,11127,8740
9/27/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,46049,21840,13409,10800
9/28/2019 12:00:00 AM,9/28/2019 12:00:00 AM,PJM RTO,46919,21357,13131,12431
9/23/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,36675,23208,6556,6911
9/24/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,38138,21908,7670,8560
9/25/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,38849,21908,8237,8704
9/26/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,39462,21509,9213,8740
9/27/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,43147,21270,11077,10800
9/28/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,44246,21380,11095,11771
9/29/2019 12:00:00 AM,9/29/2019 12:00:00 AM,PJM RTO,44681,21386,11864,11431
9/24/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,36588,21369,7557,7662
9/25/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,37271,21369,8098,7804
9/26/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,37707,20970,8895,7842
9/27/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,40783,21168,10543,9072
9/28/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,41136,21111,10605,9420
9/29/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,40610,20950,10505,9155
9/30/2019 12:00:00 AM,9/30/2019 12:00:00 AM,PJM RTO,41814,20626,10708,10480
9/25/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,39399,23433,8739,7227
9/26/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,39406,22963,9206,7237
9/27/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,40744,23150,10066,7528
9/28/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,41796,23344,10250,8202
9/29/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,42161,23183,10150,8828
9/30/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,42514,22859,10195,9460
10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,PJM RTO,44746,21775,12591,10380
9/26/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,36999,22133,7649,7217
9/27/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,38260,22320,8409,7531
9/28/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,38986,22380,9021,7585
9/29/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,39206,22219,9021,7966
9/30/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,39211,22065,9066,8080
10/1/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,39151,21159,9797,8195
10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,PJM RTO,42971,21159,9074,12738
9/27/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,37010,21461,8063,7486
9/28/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,37754,21521,8693,7540
9/29/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,38155,21521,8713,7921
9/30/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,38160,21367,8758,8035
10/1/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,37984,20707,9462,7815
10/2/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,39548,20707,9232,9609
10/3/2019 12:00:00 AM,10/3/2019 12:00:00 AM,PJM RTO,41827,20422,9243,12162
9/28/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,36849,21025,8302,7522
9/29/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,39564,21025,10630,7909
9/30/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,39573,20871,10675,8027
10/1/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,40329,21614,10904,7811
10/2/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,42984,22002,12352,8630
10/3/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,44979,21782,13844,9353
10/4/2019 12:00:00 AM,10/4/2019 12:00:00 AM,PJM RTO,49484,21934,16642,10908
9/29/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,42573,27577,8097,6899
9/30/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,42582,27423,8142,7017
10/1/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,44995,27972,9799,7224
10/2/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,45830,28350,10590,6890
10/3/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,47270,28138,11680,7452
10/4/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,51406,28284,14634,8488
10/5/2019 12:00:00 AM,10/5/2019 12:00:00 AM,PJM RTO,52555,27295,15619,9641
9/30/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,44010,28236,8757,7017
10/1/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,44712,28232,9261,7219
10/2/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,45539,28610,10067,6862
10/3/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,46682,28410,10848,7424
10/4/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,51203,29222,13966,8015
10/5/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,53039,28233,15636,9170
10/6/2019 12:00:00 AM,10/6/2019 12:00:00 AM,PJM RTO,52894,27249,14985,10660
10/1/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,51136,32924,11211,7001
10/2/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,51258,32924,11695,6639
10/3/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,51579,32735,12223,6621
10/4/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,53715,33397,13160,7158
10/5/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,57041,33124,15424,8493
10/6/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,56528,32156,14878,9494
10/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,PJM RTO,58241,31571,14698,11972
10/2/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,48759,32403,9839,6517
10/3/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,49641,32364,10778,6499
10/4/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,51565,32945,11792,6828
10/5/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,53509,32672,13330,7507
10/6/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,52414,31822,12463,8129
10/7/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,53788,31237,13417,9134
10/8/2019 12:00:00 AM,10/8/2019 12:00:00 AM,PJM RTO,56560,31040,14566,10954
10/3/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,47631,31707,9626,6298
10/4/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,49517,32250,10640,6627
10/5/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,50283,32015,11413,6855
10/6/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,48814,31165,10934,6715
10/7/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,49450,31165,11153,7132
10/8/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,52698,30968,13916,7814
10/9/2019 12:00:00 AM,10/9/2019 12:00:00 AM,PJM RTO,54265,32447,13122,8696
10/4/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,49111,32455,10029,6627
10/5/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,49843,32220,10777,6846
10/6/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,47979,31370,10298,6311
10/7/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,48028,31370,10502,6156
10/8/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,49895,31092,12667,6136
10/9/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,52107,32571,13031,6505
10/10/2019 12:00:00 AM,10/10/2019 12:00:00 AM,PJM RTO,55724,32555,15149,8020
10/5/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,51485,33847,10833,6805
10/6/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,49621,32997,10354,6270
10/7/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,49671,32997,10558,6116
10/8/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,50096,32719,11282,6095
10/9/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,52578,34198,11962,6418
10/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,56719,34405,14668,7646
10/11/2019 12:00:00 AM,10/11/2019 12:00:00 AM,PJM RTO,57403,34397,14549,8457
10/6/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,55330,38638,10596,6096
10/7/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,55302,38638,10722,5942
10/8/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,55017,37870,11226,5921
10/9/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,56867,38720,11839,6308
10/10/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,59344,38772,13781,6791
10/11/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,59899,38649,14073,7177
10/12/2019 12:00:00 AM,10/12/2019 12:00:00 AM,PJM RTO,62213,38554,15964,7695
10/7/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,56976,39830,11457,5689
10/8/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,56874,39360,11828,5686
10/9/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,58684,40210,12401,6073
10/10/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,60013,40236,13509,6268
10/11/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,60684,40113,13917,6654
10/12/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,62709,40086,16280,6343
10/13/2019 12:00:00 AM,10/13/2019 12:00:00 AM,PJM RTO,61674,39000,15952,6722
10/8/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,56052,39864,10504,5684
10/9/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,56717,40714,10302,5701
10/10/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,58822,40785,12136,5901
10/11/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,61220,40732,14257,6231
10/12/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,63196,40750,16524,5922
10/13/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,63240,39799,17161,6280
10/14/2019 12:00:00 AM,10/14/2019 12:00:00 AM,PJM RTO,62435,39139,16588,6708
10/9/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,54763,39218,9919,5626
10/10/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,56866,39289,11748,5829
10/11/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,58174,39236,13108,5830
10/12/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,61007,39754,15426,5827
10/13/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,61012,38848,16320,5844
10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,60699,38808,16170,5721
10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,PJM RTO,60945,38052,15677,7216
10/10/2019 12:00:00 AM,10/16/2019 12:00:00 AM,PJM RTO,58484,41062,11776,5646
10/11/2019 12:00:00 AM,10/16/2019 12:00:00 AM,PJM RTO,58996,40943,12424,5629
10/12/2019 12:00:00 AM,10/16/2019 12:00:00 AM,PJM RTO,62606,41416,15579,5611
10/13/2019 12:00:00 AM,10/16/2019 12:00:00 AM,PJM RTO,62947,41065,16254,5628
10/14/2019 12:00:00 AM,10/16/2019 12:00:00 AM,PJM RTO,62385,41065,16104,5216
