forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
6/10/2019 12:00:00 AM,6/11/2019 12:00:00 AM,PJM RTO,19522,0,16447,3075
6/11/2019 12:00:00 AM,6/11/2019 12:00:00 AM,PJM RTO,22384,0,16990,5394
6/6/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,10246,45,7482,2719
6/7/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,13539,0,11289,2250
6/8/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,15905,0,13496,2409
6/9/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,16283,0,13889,2394
6/10/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,18485,0,15492,2993
6/11/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,21209,0,17326,3883
6/12/2019 12:00:00 AM,6/12/2019 12:00:00 AM,PJM RTO,23277,0,19008,4269
6/7/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,11061,0,8817,2244
6/8/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,13414,0,11011,2403
6/9/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,13795,0,11404,2391
6/10/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,14319,0,11404,2915
6/11/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,18993,0,15585,3408
6/12/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,20704,0,17092,3612
6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,PJM RTO,20326,0,15109,5217
6/8/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,10551,0,8148,2403
6/9/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,10552,0,8161,2391
6/10/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,10574,0,8161,2413
6/11/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,14072,0,11321,2751
6/12/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,16295,0,13201,3094
6/13/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,17674,0,13388,4286
6/14/2019 12:00:00 AM,6/14/2019 12:00:00 AM,PJM RTO,15689,0,10515,5174
6/9/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,9136,0,7048,2088
6/10/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,9158,0,7048,2110
6/11/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,10314,0,8168,2146
6/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,13948,0,11459,2489
6/13/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,15025,0,12609,2416
6/14/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,17284,0,13681,3603
6/15/2019 12:00:00 AM,6/15/2019 12:00:00 AM,PJM RTO,19268,0,14153,5115
6/10/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,8416,0,6308,2108
6/11/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,9377,0,7233,2144
6/12/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,11446,0,9274,2172
6/13/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,11831,0,9732,2099
6/14/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,13830,0,10539,3291
6/15/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,15366,0,10668,4698
6/16/2019 12:00:00 AM,6/16/2019 12:00:00 AM,PJM RTO,14573,0,9595,4978
6/11/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,6558,0,4419,2139
6/12/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,8453,0,6289,2164
6/13/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,8827,0,6649,2178
6/14/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,11476,0,7627,3849
6/15/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,14376,0,8445,5931
6/16/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,13260,0,7969,5291
6/17/2019 12:00:00 AM,6/17/2019 12:00:00 AM,PJM RTO,14974,0,7671,7303
6/12/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,6981,0,5315,1666
6/13/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,7251,0,5613,1638
6/14/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,9423,0,6315,3108
6/15/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,11797,0,7500,4297
6/16/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,11099,0,6774,4325
6/17/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,12516,0,6898,5618
6/18/2019 12:00:00 AM,6/18/2019 12:00:00 AM,PJM RTO,14420,0,7634,6786
6/13/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,6596,0,5035,1561
6/14/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,8717,0,5694,3023
6/15/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,10304,0,6448,3856
6/16/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,10356,0,6472,3884
6/17/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,11763,0,6481,5282
6/18/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,13195,0,7988,5207
6/19/2019 12:00:00 AM,6/19/2019 12:00:00 AM,PJM RTO,14089,0,7361,6728
6/14/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,8423,0,5402,3021
6/15/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,9461,0,5788,3673
6/16/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,9513,0,5812,3701
6/17/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,10544,0,5821,4723
6/18/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,11924,0,7284,4640
6/19/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,13803,0,8485,5318
6/20/2019 12:00:00 AM,6/20/2019 12:00:00 AM,PJM RTO,17672,0,10136,7536
6/15/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,9012,0,5345,3667
6/16/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,9064,0,5369,3695
6/17/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,9549,0,5378,4171
6/18/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,10608,0,6006,4602
6/19/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,10990,0,6891,4099
6/20/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,12636,0,8013,4623
6/21/2019 12:00:00 AM,6/21/2019 12:00:00 AM,PJM RTO,15995,0,8409,7586
6/16/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,8784,0,5193,3591
6/17/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,9260,0,5202,4058
6/18/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,11142,0,6929,4213
6/19/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,10115,0,6417,3698
6/20/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,11219,0,7027,4192
6/21/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,11511,0,7762,3749
6/22/2019 12:00:00 AM,6/22/2019 12:00:00 AM,PJM RTO,14709,0,7749,6960
6/17/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,6740,0,3837,2903
6/18/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,7488,0,4434,3054
6/19/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,7943,0,4878,3065
6/20/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,8260,0,5113,3147
6/21/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,9799,0,6794,3005
6/22/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,12960,0,6936,6024
6/23/2019 12:00:00 AM,6/23/2019 12:00:00 AM,PJM RTO,11457,0,6267,5190
6/18/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,7193,0,4152,3041
6/19/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,7398,0,4346,3052
6/20/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,7367,0,4226,3141
6/21/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,8081,0,5082,2999
6/22/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,11553,0,5563,5990
6/23/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,10879,0,6137,4742
6/24/2019 12:00:00 AM,6/24/2019 12:00:00 AM,PJM RTO,15489,0,7460,8029
6/19/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,7450,0,4508,2942
6/20/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,7307,0,4282,3025
6/21/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,8134,0,5259,2875
6/22/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,9313,0,5339,3974
6/23/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,9913,0,5901,4012
6/24/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,11046,0,6401,4645
6/25/2019 12:00:00 AM,6/25/2019 12:00:00 AM,PJM RTO,14398,0,7001,7397
6/20/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,7451,0,4426,3025
6/21/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,8294,0,5428,2866
6/22/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,8295,0,5225,3070
6/23/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,8895,0,5787,3108
6/24/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,9988,0,6287,3701
6/25/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,11683,0,7071,4612
6/26/2019 12:00:00 AM,6/26/2019 12:00:00 AM,PJM RTO,13018,0,6273,6745
6/21/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,7938,0,5074,2864
6/22/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,7765,0,4725,3040
6/23/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,7828,0,4725,3103
6/24/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,8918,0,5225,3693
6/25/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,10728,0,7058,3670
6/26/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,11075,0,6431,4644
6/27/2019 12:00:00 AM,6/27/2019 12:00:00 AM,PJM RTO,13691,0,6277,7414
6/22/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,6763,0,3745,3018
6/23/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,6826,0,3745,3081
6/24/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,7413,0,3743,3670
6/25/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,7487,0,3877,3610
6/26/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,7777,0,4011,3766
6/27/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,8924,0,4832,4092
6/28/2019 12:00:00 AM,6/28/2019 12:00:00 AM,PJM RTO,12006,0,4998,7008
6/23/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,6350,0,3294,3056
6/24/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,6933,0,3292,3641
6/25/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,7587,0,4036,3551
6/26/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,7731,0,4347,3384
6/27/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,9182,0,5302,3880
6/28/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,10141,0,5708,4433
6/29/2019 12:00:00 AM,6/29/2019 12:00:00 AM,PJM RTO,14990,0,6555,8435
6/24/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,6205,0,2589,3616
6/25/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,6431,0,2905,3526
6/26/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,7283,0,3949,3334
6/27/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,8879,0,5638,3241
6/28/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,10388,0,6593,3795
6/29/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,14860,0,9531,5329
6/30/2019 12:00:00 AM,6/30/2019 12:00:00 AM,PJM RTO,15468,0,9924,5544
6/25/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,3744,0,638,3106
6/26/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,6118,0,3204,2914
6/27/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,7767,0,4941,2826
6/28/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,10065,0,7305,2760
6/29/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,12467,0,9044,3423
6/30/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,13180,0,9319,3861
7/1/2019 12:00:00 AM,7/1/2019 12:00:00 AM,PJM RTO,16478,0,9277,7201
6/26/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,5488,0,2799,2689
6/27/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,6531,0,3705,2826
6/28/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,8338,0,5578,2760
6/29/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,10274,0,7119,3155
6/30/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,10974,0,7391,3583
7/1/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,12166,0,7722,4444
7/2/2019 12:00:00 AM,7/2/2019 12:00:00 AM,PJM RTO,14143,0,7426,6717
6/27/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,5710,0,2898,2812
6/28/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,8303,0,5555,2748
6/29/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,10402,0,7251,3151
6/30/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,11082,0,7523,3559
7/1/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,11688,0,7854,3834
7/2/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,15439,0,10672,4767
7/3/2019 12:00:00 AM,7/3/2019 12:00:00 AM,PJM RTO,17506,0,10367,7139
6/28/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,7400,0,4820,2580
6/29/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,8234,0,5598,2636
6/30/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,8914,0,5870,3044
7/1/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,9468,0,6150,3318
7/2/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,11660,0,7504,4156
7/3/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,12184,0,7739,4445
7/4/2019 12:00:00 AM,7/4/2019 12:00:00 AM,PJM RTO,15512,0,7482,8030
6/29/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,7214,0,4678,2536
6/30/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,7887,0,4950,2937
7/1/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,8456,0,5245,3211
7/2/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,10481,0,6561,3920
7/3/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,10792,0,6746,4046
7/4/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,13225,0,7652,5573
7/5/2019 12:00:00 AM,7/5/2019 12:00:00 AM,PJM RTO,14464,0,7375,7089
6/30/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,8151,0,5225,2926
7/1/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,8419,0,5225,3194
7/2/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,9208,0,5926,3282
7/3/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,10075,0,6668,3407
7/4/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,13414,0,9175,4239
7/5/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,13435,0,8878,4557
7/6/2019 12:00:00 AM,7/6/2019 12:00:00 AM,PJM RTO,16907,0,9028,7879
7/1/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,7969,0,4796,3173
7/2/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,8106,0,4845,3261
7/3/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,8906,0,5588,3318
7/4/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,11029,0,7501,3528
7/5/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,11167,0,7341,3826
7/6/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,11976,0,6751,5225
7/7/2019 12:00:00 AM,7/7/2019 12:00:00 AM,PJM RTO,14209,0,6671,7538
7/2/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,5902,0,2630,3272
7/3/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,7344,0,4015,3329
7/4/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,9148,0,5609,3539
7/5/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,9415,0,5582,3833
7/6/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,11219,0,6052,5167
7/7/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,12996,0,6647,6349
7/8/2019 12:00:00 AM,7/8/2019 12:00:00 AM,PJM RTO,14321,0,7564,6757
7/3/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,6991,0,4174,2817
7/4/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,8911,0,5962,2949
7/5/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,9380,0,6433,2947
7/6/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,10117,0,6766,3351
7/7/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,10626,0,7275,3351
7/8/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,11120,0,7267,3853
7/9/2019 12:00:00 AM,7/9/2019 12:00:00 AM,PJM RTO,15301,0,7422,7879
7/4/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,6419,0,3489,2930
7/5/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,6682,0,3760,2922
7/6/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,7652,0,4653,2999
7/7/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,8378,0,5360,3018
7/8/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,8698,0,5352,3346
7/9/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,12028,0,5776,6252
7/10/2019 12:00:00 AM,7/10/2019 12:00:00 AM,PJM RTO,15433,0,6994,8439
7/5/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,6901,0,3985,2916
7/6/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,7937,0,5054,2883
7/7/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,8941,0,6046,2895
7/8/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,9268,0,6038,3230
7/9/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,12907,0,6920,5987
7/10/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,13992,0,7030,6962
7/11/2019 12:00:00 AM,7/11/2019 12:00:00 AM,PJM RTO,15229,0,6560,8669
7/6/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,7265,0,4382,2883
7/7/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,8283,0,5388,2895
7/8/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,8610,0,5380,3230
7/9/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,12028,0,6043,5985
7/10/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,12968,0,6454,6514
7/11/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,12854,0,6404,6450
7/12/2019 12:00:00 AM,7/12/2019 12:00:00 AM,PJM RTO,17208,0,7241,9967
7/7/2019 12:00:00 AM,7/13/2019 12:00:00 AM,PJM RTO,8014,0,5180,2834
7/8/2019 12:00:00 AM,7/13/2019 12:00:00 AM,PJM RTO,8231,0,5172,3059
7/9/2019 12:00:00 AM,7/13/2019 12:00:00 AM,PJM RTO,11767,0,5934,5833
