forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
6/1/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,30429,13949,11118,5362
6/1/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,27033,13428,11543,2062
6/1/2021 12:00:00 AM,6/3/2021 12:00:00 AM,PJM RTO,24080,13152,8968,1960
6/1/2021 12:00:00 AM,6/4/2021 12:00:00 AM,PJM RTO,21785,12567,7287,1931
6/1/2021 12:00:00 AM,6/5/2021 12:00:00 AM,PJM RTO,22526,12389,8219,1918
6/1/2021 12:00:00 AM,6/6/2021 12:00:00 AM,PJM RTO,19712,11815,6863,1034
6/1/2021 12:00:00 AM,6/7/2021 12:00:00 AM,PJM RTO,15595,9191,5374,1030
5/31/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,32136,14833,10870,6433
5/31/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,30902,13949,12032,4921
5/31/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,26288,13428,11135,1725
5/31/2021 12:00:00 AM,6/3/2021 12:00:00 AM,PJM RTO,23384,13152,8560,1672
5/31/2021 12:00:00 AM,6/4/2021 12:00:00 AM,PJM RTO,21495,12567,7270,1658
5/31/2021 12:00:00 AM,6/5/2021 12:00:00 AM,PJM RTO,22223,12389,8202,1632
5/31/2021 12:00:00 AM,6/6/2021 12:00:00 AM,PJM RTO,19077,11815,6514,748
5/30/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,36066,15238,13006,7822
5/30/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,32522,15162,12829,4531
5/30/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,30895,14278,13120,3497
5/30/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,26399,13428,11377,1594
5/30/2021 12:00:00 AM,6/3/2021 12:00:00 AM,PJM RTO,23580,13152,8834,1594
5/30/2021 12:00:00 AM,6/4/2021 12:00:00 AM,PJM RTO,21384,12567,7237,1580
5/30/2021 12:00:00 AM,6/5/2021 12:00:00 AM,PJM RTO,22156,12389,8213,1554
5/29/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,39295,15414,15343,8538
5/29/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,34460,15238,13282,5940
5/29/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,30353,15162,9923,5268
5/29/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,27782,14278,11595,1909
5/29/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,25179,13428,10137,1614
5/29/2021 12:00:00 AM,6/3/2021 12:00:00 AM,PJM RTO,22194,13152,7428,1614
5/29/2021 12:00:00 AM,6/4/2021 12:00:00 AM,PJM RTO,20851,12567,6684,1600
5/28/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,41808,17180,12596,12032
5/28/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,41123,16805,16448,7870
5/28/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,35053,15617,13514,5922
5/28/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,28494,13977,10090,4427
5/28/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,25071,12800,10882,1389
5/28/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,21960,12927,7694,1339
5/28/2021 12:00:00 AM,6/3/2021 12:00:00 AM,PJM RTO,18623,12651,4633,1339
5/27/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,40983,19578,12000,9405
5/27/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,37854,19294,11294,7266
5/27/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,35155,16677,12658,5820
5/27/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,28889,15288,9679,3922
5/27/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,24845,13648,7327,3870
5/27/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,21422,12167,7595,1660
5/27/2021 12:00:00 AM,6/2/2021 12:00:00 AM,PJM RTO,18871,12342,5000,1529
5/26/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,39315,20466,9165,9684
5/26/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,37405,19746,11349,6310
5/26/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,36742,19462,11447,5833
5/26/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,35147,16606,13117,5424
5/26/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,28502,15217,9759,3526
5/26/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,23356,12835,7049,3472
5/26/2021 12:00:00 AM,6/1/2021 12:00:00 AM,PJM RTO,20068,11354,6616,2098
5/25/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,36342,21378,9044,5920
5/25/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,34010,20575,8204,5231
5/25/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,33765,19570,9094,5101
5/25/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,32535,19286,8505,4744
5/25/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,31171,16874,9731,4566
5/25/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,25365,15661,7036,2668
5/25/2021 12:00:00 AM,5/31/2021 12:00:00 AM,PJM RTO,21285,12620,6115,2550
5/24/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,40568,22300,10332,7936
5/24/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,35532,21378,8914,5240
5/24/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,32903,20499,7172,5232
5/24/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,32737,19494,8161,5082
5/24/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,31401,19214,7445,4742
5/24/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,30042,16874,8651,4517
5/24/2021 12:00:00 AM,5/30/2021 12:00:00 AM,PJM RTO,25212,15661,6932,2619
5/23/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,38323,21774,8991,7558
5/23/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,37240,21883,10368,4989
5/23/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,35166,21378,9038,4750
5/23/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,32416,20499,7171,4746
5/23/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,32266,19494,8160,4612
5/23/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,31211,19214,7385,4612
5/23/2021 12:00:00 AM,5/29/2021 12:00:00 AM,PJM RTO,29636,16874,8352,4410
5/22/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,40839,22656,8950,9233
5/22/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,37033,21717,8431,6885
5/22/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,37611,22243,10229,5139
5/22/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,34289,20717,8975,4597
5/22/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,31818,20190,7209,4419
5/22/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,31526,19165,8147,4214
5/22/2021 12:00:00 AM,5/28/2021 12:00:00 AM,PJM RTO,30182,18581,7387,4214
5/21/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,40798,23132,8319,9347
5/21/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,37597,22836,9525,5236
5/21/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,34566,21717,8264,4585
5/21/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,35162,22243,8919,4000
5/21/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,32113,20717,8569,2827
5/21/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,31330,20190,8318,2822
5/21/2021 12:00:00 AM,5/27/2021 12:00:00 AM,PJM RTO,29713,19165,7789,2759
5/20/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,46031,24363,10917,10751
5/20/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,42956,23740,9975,9241
5/20/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,37761,23215,9444,5102
5/20/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,34633,21599,8229,4805
5/20/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,34441,22125,8945,3371
5/20/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,31030,20525,8434,2071
5/20/2021 12:00:00 AM,5/26/2021 12:00:00 AM,PJM RTO,30392,19998,8327,2067
5/19/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,48692,25414,11532,11746
5/19/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,44745,25142,10311,9292
5/19/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,39739,23880,8764,7095
5/19/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,35789,22991,8498,4300
5/19/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,32699,21375,7315,4009
5/19/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,33513,21901,8452,3160
5/19/2021 12:00:00 AM,5/25/2021 12:00:00 AM,PJM RTO,30057,20416,7607,2034
5/18/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,47646,26537,10971,10138
5/18/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,46001,25891,11012,9098
5/18/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,41789,24977,8909,7903
5/18/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,38370,24270,8351,5749
5/18/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,35737,23381,8190,4166
5/18/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,32452,21765,6812,3875
5/18/2021 12:00:00 AM,5/24/2021 12:00:00 AM,PJM RTO,32591,22291,7274,3026
5/17/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,48233,27869,12289,8075
5/17/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,45343,25695,11690,7958
5/17/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,42915,26087,11371,5457
5/17/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,38320,24937,9188,4195
5/17/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,37971,24257,9717,3997
5/17/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,35579,22201,9394,3984
5/17/2021 12:00:00 AM,5/23/2021 12:00:00 AM,PJM RTO,33701,21752,7965,3984
5/16/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,47553,30076,10898,6579
5/16/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,47962,29197,12418,6347
5/16/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,43317,27023,10984,5310
5/16/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,42231,27472,11002,3757
5/16/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,38420,26322,8948,3150
5/16/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,38136,25642,9348,3146
5/16/2021 12:00:00 AM,5/22/2021 12:00:00 AM,PJM RTO,35108,22948,9025,3135
5/15/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,55542,33641,12977,8924
5/15/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,53384,31914,13248,8222
5/15/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,49781,30325,13017,6439
5/15/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,43467,28151,10727,4589
5/15/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,42948,28600,10661,3687
5/15/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,39136,27450,8587,3099
5/15/2021 12:00:00 AM,5/21/2021 12:00:00 AM,PJM RTO,38490,26408,8987,3095
5/14/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,52334,34794,8733,8807
5/14/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,55067,35109,12546,7412
5/14/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,51395,33327,11366,6702
5/14/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,48322,30830,12461,5031
5/14/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,42532,27887,10582,4063
5/14/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,42018,28363,10494,3161
5/14/2021 12:00:00 AM,5/20/2021 12:00:00 AM,PJM RTO,38774,27046,8570,3158
5/13/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,54050,36378,8207,9465
5/13/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,52200,36283,7674,8243
5/13/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,54010,36236,10698,7076
5/13/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,48336,33366,8604,6366
5/13/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,45901,30953,10948,4000
5/13/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,40011,27816,9163,3032
5/13/2021 12:00:00 AM,5/19/2021 12:00:00 AM,PJM RTO,39711,28292,8387,3032
5/12/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,55475,36834,9000,9641
5/12/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,53399,36184,8337,8878
5/12/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,50739,36135,7858,6746
5/12/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,51070,35867,9644,5559
5/12/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,46542,32857,8126,5559
5/12/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,43463,31154,9116,3193
5/12/2021 12:00:00 AM,5/18/2021 12:00:00 AM,PJM RTO,36073,26510,6390,3173
5/11/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,56924,37642,10962,8320
5/11/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,51079,36866,8463,5750
5/11/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,50315,36229,8526,5560
5/11/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,46983,35366,7792,3825
5/11/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,48491,35098,9614,3779
5/11/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,43963,32088,8096,3779
5/11/2021 12:00:00 AM,5/17/2021 12:00:00 AM,PJM RTO,42252,30385,8790,3077
5/10/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,56847,40370,8589,7888
5/10/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,55519,39486,10045,5988
5/10/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,52597,38888,8081,5628
5/10/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,50711,37532,8188,4991
5/10/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,47037,36318,7315,3404
5/10/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,46867,35055,8440,3372
5/10/2021 12:00:00 AM,5/16/2021 12:00:00 AM,PJM RTO,42615,32002,7241,3372
5/9/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,55096,38391,9245,7460
5/9/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,56491,41065,9374,6052
5/9/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,54586,40181,10035,4370
5/9/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,51045,38944,8081,4020
5/9/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,49684,37588,8188,3908
5/9/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,47147,36374,7315,3458
5/9/2021 12:00:00 AM,5/15/2021 12:00:00 AM,PJM RTO,46682,35111,8440,3131
5/8/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,55569,38040,10154,7375
5/8/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,54494,38622,10287,5585
5/8/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,56766,41077,10079,5610
5/8/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,54916,40374,10593,3949
5/8/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,51380,39137,8633,3610
5/8/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,49578,37781,8192,3605
5/8/2021 12:00:00 AM,5/14/2021 12:00:00 AM,PJM RTO,47041,36567,7319,3155
5/7/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,57386,37880,12089,7417
5/7/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,57361,39790,11142,6429
5/7/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,56358,40402,9611,6345
5/7/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,58107,42407,10172,5528
5/7/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,54557,39598,11050,3909
5/7/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,51616,38361,9352,3903
5/7/2021 12:00:00 AM,5/13/2021 12:00:00 AM,PJM RTO,49653,37005,8747,3901
5/6/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,59198,39238,11881,8079
5/6/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,57268,38190,12447,6631
5/6/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,56598,39166,11032,6400
5/6/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,55756,39778,9578,6400
5/6/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,57381,42339,10479,4563
5/6/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,54052,39530,10630,3892
5/6/2021 12:00:00 AM,5/12/2021 12:00:00 AM,PJM RTO,50715,38293,8533,3889
5/5/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,56895,39253,10372,7270
5/5/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,56104,39185,12219,4700
5/5/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,54093,38137,11293,4663
5/5/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,53639,38936,10088,4615
5/5/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,52280,38779,8886,4615
5/5/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,54759,41035,9846,3878
5/5/2021 12:00:00 AM,5/11/2021 12:00:00 AM,PJM RTO,52758,38226,10677,3855
5/4/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,55950,41248,9970,4732
5/4/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,55054,40194,10640,4220
5/4/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,52450,38350,10186,3914
5/4/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,50773,37302,9558,3913
5/4/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,49957,37554,8535,3868
5/4/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,50208,38166,8174,3868
5/4/2021 12:00:00 AM,5/10/2021 12:00:00 AM,PJM RTO,53004,40422,8816,3766
5/3/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,59436,42925,11278,5233
5/3/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,56754,42860,9483,4411
5/3/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,53343,40879,8233,4231
5/3/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,50978,39037,7826,4115
5/3/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,50129,37989,8026,4114
5/3/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,48517,38115,6361,4041
5/3/2021 12:00:00 AM,5/9/2021 12:00:00 AM,PJM RTO,48705,38055,6609,4041
5/2/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,58091,41709,11548,4834
5/2/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,59128,42947,11602,4579
5/2/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,56884,42860,9488,4536
5/2/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,53469,40879,8234,4356
5/2/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,51104,39037,7827,4240
5/2/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,50255,37989,8027,4239
5/2/2021 12:00:00 AM,5/8/2021 12:00:00 AM,PJM RTO,48662,38115,6368,4179
5/1/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,59662,43132,11528,5002
5/1/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,59295,42783,11718,4794
5/1/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,58575,43410,10782,4383
5/1/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,56210,42865,9208,4137
5/1/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,52795,40884,7954,3957
5/1/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,50456,39042,7547,3867
5/1/2021 12:00:00 AM,5/7/2021 12:00:00 AM,PJM RTO,49272,37994,7412,3866
4/30/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,58708,40518,11546,6644
4/30/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,60708,43903,12510,4295
4/30/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,58624,43250,11051,4323
4/30/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,57684,43354,10206,4124
4/30/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,54995,42040,8850,4105
4/30/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,51231,39777,7529,3925
4/30/2021 12:00:00 AM,5/6/2021 12:00:00 AM,PJM RTO,49518,38757,6926,3835
4/29/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,59628,40558,10136,8934
4/29/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,57162,41333,10863,4966
4/29/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,57237,44557,8961,3719
4/29/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,55484,42959,8771,3754
4/29/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,55088,43160,8457,3471
4/29/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,53641,41616,8554,3471
4/29/2021 12:00:00 AM,5/5/2021 12:00:00 AM,PJM RTO,49987,39353,7163,3471
4/28/2021 12:00:00 AM,4/28/2021 12:00:00 AM,PJM RTO,61307,41403,11075,8829
4/28/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,55236,40245,9555,5436
4/28/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,56226,41378,9642,5206
4/28/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,56316,44793,7436,4087
4/28/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,53261,42345,7161,3755
4/28/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,54213,42456,8182,3575
4/28/2021 12:00:00 AM,5/4/2021 12:00:00 AM,PJM RTO,52124,40312,8237,3575
4/27/2021 12:00:00 AM,4/27/2021 12:00:00 AM,PJM RTO,59508,44748,8281,6479
4/27/2021 12:00:00 AM,4/28/2021 12:00:00 AM,PJM RTO,57861,42152,11564,4145
4/27/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,54460,40994,9434,4032
4/27/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,54040,41454,8556,4030
4/27/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,55021,44793,6588,3640
4/27/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,51913,42345,6103,3465
4/27/2021 12:00:00 AM,5/3/2021 12:00:00 AM,PJM RTO,53548,42456,7627,3465
4/26/2021 12:00:00 AM,4/26/2021 12:00:00 AM,PJM RTO,60398,46486,8143,5769
4/26/2021 12:00:00 AM,4/27/2021 12:00:00 AM,PJM RTO,59562,44925,10815,3822
4/26/2021 12:00:00 AM,4/28/2021 12:00:00 AM,PJM RTO,58251,42847,11599,3805
4/26/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,54509,41006,9713,3790
4/26/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,52743,41466,7487,3790
4/26/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,54430,44420,6610,3400
4/26/2021 12:00:00 AM,5/2/2021 12:00:00 AM,PJM RTO,51331,41972,5914,3445
4/25/2021 12:00:00 AM,4/25/2021 12:00:00 AM,PJM RTO,64039,47397,10810,5832
4/25/2021 12:00:00 AM,4/26/2021 12:00:00 AM,PJM RTO,61864,48153,9711,4000
4/25/2021 12:00:00 AM,4/27/2021 12:00:00 AM,PJM RTO,58384,44847,9747,3790
4/25/2021 12:00:00 AM,4/28/2021 12:00:00 AM,PJM RTO,57587,42887,10927,3773
4/25/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,54205,41046,9401,3758
4/25/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,52439,41506,7175,3758
4/25/2021 12:00:00 AM,5/1/2021 12:00:00 AM,PJM RTO,54440,44473,6583,3384
4/24/2021 12:00:00 AM,4/24/2021 12:00:00 AM,PJM RTO,64802,44328,13789,6685
4/24/2021 12:00:00 AM,4/25/2021 12:00:00 AM,PJM RTO,63349,47513,10944,4892
4/24/2021 12:00:00 AM,4/26/2021 12:00:00 AM,PJM RTO,63344,48269,10419,4656
4/24/2021 12:00:00 AM,4/27/2021 12:00:00 AM,PJM RTO,57975,43780,10296,3899
4/24/2021 12:00:00 AM,4/28/2021 12:00:00 AM,PJM RTO,57355,42535,10938,3882
4/24/2021 12:00:00 AM,4/29/2021 12:00:00 AM,PJM RTO,54441,41162,9412,3867
4/24/2021 12:00:00 AM,4/30/2021 12:00:00 AM,PJM RTO,52675,41622,7186,3867
