datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
6/5/2018 1:00:00 AM,6/4/2018 9:00:00 PM,RTO,1753.581
6/5/2018 2:00:00 AM,6/4/2018 10:00:00 PM,RTO,2664.112
6/5/2018 3:00:00 AM,6/4/2018 11:00:00 PM,RTO,3526.516
6/5/2018 4:00:00 AM,6/5/2018 12:00:00 AM,RTO,4151.275
6/5/2018 5:00:00 AM,6/5/2018 1:00:00 AM,RTO,4780.091
6/5/2018 6:00:00 AM,6/5/2018 2:00:00 AM,RTO,4848.925
6/5/2018 7:00:00 AM,6/5/2018 3:00:00 AM,RTO,5008.886
6/5/2018 8:00:00 AM,6/5/2018 4:00:00 AM,RTO,4935.659
6/5/2018 9:00:00 AM,6/5/2018 5:00:00 AM,RTO,4747.317
6/5/2018 10:00:00 AM,6/5/2018 6:00:00 AM,RTO,4469.101
6/5/2018 11:00:00 AM,6/5/2018 7:00:00 AM,RTO,3737.598
6/5/2018 12:00:00 PM,6/5/2018 8:00:00 AM,RTO,3011.012
6/5/2018 1:00:00 PM,6/5/2018 9:00:00 AM,RTO,2766.231
6/5/2018 2:00:00 PM,6/5/2018 10:00:00 AM,RTO,3305.771
6/5/2018 3:00:00 PM,6/5/2018 11:00:00 AM,RTO,4266.471
6/5/2018 4:00:00 PM,6/5/2018 12:00:00 PM,RTO,4614.720
6/5/2018 5:00:00 PM,6/5/2018 1:00:00 PM,RTO,4558.648
6/5/2018 6:00:00 PM,6/5/2018 2:00:00 PM,RTO,4190.241
6/5/2018 7:00:00 PM,6/5/2018 3:00:00 PM,RTO,3504.817
6/5/2018 8:00:00 PM,6/5/2018 4:00:00 PM,RTO,3365.528
6/5/2018 9:00:00 PM,6/5/2018 5:00:00 PM,RTO,3665.796
6/5/2018 10:00:00 PM,6/5/2018 6:00:00 PM,RTO,3427.919
6/5/2018 11:00:00 PM,6/5/2018 7:00:00 PM,RTO,3332.857
6/6/2018 12:00:00 AM,6/5/2018 8:00:00 PM,RTO,2800.475
6/6/2018 1:00:00 AM,6/5/2018 9:00:00 PM,RTO,2603.942
6/6/2018 2:00:00 AM,6/5/2018 10:00:00 PM,RTO,2494.940
6/6/2018 3:00:00 AM,6/5/2018 11:00:00 PM,RTO,2259.258
6/6/2018 4:00:00 AM,6/6/2018 12:00:00 AM,RTO,1785.024
6/6/2018 5:00:00 AM,6/6/2018 1:00:00 AM,RTO,1321.019
6/6/2018 6:00:00 AM,6/6/2018 2:00:00 AM,RTO,1093.276
6/6/2018 7:00:00 AM,6/6/2018 3:00:00 AM,RTO,995.565
6/6/2018 8:00:00 AM,6/6/2018 4:00:00 AM,RTO,967.943
6/6/2018 9:00:00 AM,6/6/2018 5:00:00 AM,RTO,854.544
6/6/2018 10:00:00 AM,6/6/2018 6:00:00 AM,RTO,822.701
6/6/2018 11:00:00 AM,6/6/2018 7:00:00 AM,RTO,703.729
6/6/2018 12:00:00 PM,6/6/2018 8:00:00 AM,RTO,554.180
6/6/2018 1:00:00 PM,6/6/2018 9:00:00 AM,RTO,573.689
6/6/2018 2:00:00 PM,6/6/2018 10:00:00 AM,RTO,466.487
6/6/2018 3:00:00 PM,6/6/2018 11:00:00 AM,RTO,344.013
6/6/2018 4:00:00 PM,6/6/2018 12:00:00 PM,RTO,331.280
6/6/2018 5:00:00 PM,6/6/2018 1:00:00 PM,RTO,336.819
6/6/2018 6:00:00 PM,6/6/2018 2:00:00 PM,RTO,517.012
6/6/2018 7:00:00 PM,6/6/2018 3:00:00 PM,RTO,614.680
6/6/2018 8:00:00 PM,6/6/2018 4:00:00 PM,RTO,523.564
6/6/2018 9:00:00 PM,6/6/2018 5:00:00 PM,RTO,354.045
6/6/2018 10:00:00 PM,6/6/2018 6:00:00 PM,RTO,296.248
6/6/2018 11:00:00 PM,6/6/2018 7:00:00 PM,RTO,316.447
6/7/2018 12:00:00 AM,6/6/2018 8:00:00 PM,RTO,300.469
6/7/2018 1:00:00 AM,6/6/2018 9:00:00 PM,RTO,566.723
6/7/2018 2:00:00 AM,6/6/2018 10:00:00 PM,RTO,830.039
6/7/2018 3:00:00 AM,6/6/2018 11:00:00 PM,RTO,1172.585
6/7/2018 4:00:00 AM,6/7/2018 12:00:00 AM,RTO,1513.609
6/7/2018 5:00:00 AM,6/7/2018 1:00:00 AM,RTO,1795.615
6/7/2018 6:00:00 AM,6/7/2018 2:00:00 AM,RTO,1909.151
6/7/2018 7:00:00 AM,6/7/2018 3:00:00 AM,RTO,1950.478
6/7/2018 8:00:00 AM,6/7/2018 4:00:00 AM,RTO,1977.833
6/7/2018 9:00:00 AM,6/7/2018 5:00:00 AM,RTO,1728.430
6/7/2018 10:00:00 AM,6/7/2018 6:00:00 AM,RTO,1503.324
6/7/2018 11:00:00 AM,6/7/2018 7:00:00 AM,RTO,1159.942
6/7/2018 12:00:00 PM,6/7/2018 8:00:00 AM,RTO,771.515
6/7/2018 1:00:00 PM,6/7/2018 9:00:00 AM,RTO,524.231
6/7/2018 2:00:00 PM,6/7/2018 10:00:00 AM,RTO,398.530
6/7/2018 3:00:00 PM,6/7/2018 11:00:00 AM,RTO,319.101
6/7/2018 4:00:00 PM,6/7/2018 12:00:00 PM,RTO,243.300
6/7/2018 5:00:00 PM,6/7/2018 1:00:00 PM,RTO,268.563
6/7/2018 6:00:00 PM,6/7/2018 2:00:00 PM,RTO,278.129
6/7/2018 7:00:00 PM,6/7/2018 3:00:00 PM,RTO,300.255
6/7/2018 8:00:00 PM,6/7/2018 4:00:00 PM,RTO,398.874
6/7/2018 9:00:00 PM,6/7/2018 5:00:00 PM,RTO,750.238
6/7/2018 10:00:00 PM,6/7/2018 6:00:00 PM,RTO,1142.943
6/7/2018 11:00:00 PM,6/7/2018 7:00:00 PM,RTO,1039.819
6/8/2018 12:00:00 AM,6/7/2018 8:00:00 PM,RTO,1465.378
6/8/2018 1:00:00 AM,6/7/2018 9:00:00 PM,RTO,1503.285
6/8/2018 2:00:00 AM,6/7/2018 10:00:00 PM,RTO,1636.605
6/8/2018 3:00:00 AM,6/7/2018 11:00:00 PM,RTO,1517.505
6/8/2018 4:00:00 AM,6/8/2018 12:00:00 AM,RTO,1302.576
6/8/2018 5:00:00 AM,6/8/2018 1:00:00 AM,RTO,1122.353
6/8/2018 6:00:00 AM,6/8/2018 2:00:00 AM,RTO,1125.797
6/8/2018 7:00:00 AM,6/8/2018 3:00:00 AM,RTO,1063.506
6/8/2018 8:00:00 AM,6/8/2018 4:00:00 AM,RTO,980.297
6/8/2018 9:00:00 AM,6/8/2018 5:00:00 AM,RTO,867.332
6/8/2018 10:00:00 AM,6/8/2018 6:00:00 AM,RTO,748.680
6/8/2018 11:00:00 AM,6/8/2018 7:00:00 AM,RTO,901.440
6/8/2018 12:00:00 PM,6/8/2018 8:00:00 AM,RTO,796.672
6/8/2018 1:00:00 PM,6/8/2018 9:00:00 AM,RTO,731.282
6/8/2018 2:00:00 PM,6/8/2018 10:00:00 AM,RTO,558.670
6/8/2018 3:00:00 PM,6/8/2018 11:00:00 AM,RTO,580.347
6/8/2018 4:00:00 PM,6/8/2018 12:00:00 PM,RTO,381.356
6/8/2018 5:00:00 PM,6/8/2018 1:00:00 PM,RTO,327.881
6/8/2018 6:00:00 PM,6/8/2018 2:00:00 PM,RTO,745.934
6/8/2018 7:00:00 PM,6/8/2018 3:00:00 PM,RTO,782.017
6/8/2018 8:00:00 PM,6/8/2018 4:00:00 PM,RTO,767.607
6/8/2018 9:00:00 PM,6/8/2018 5:00:00 PM,RTO,631.842
6/8/2018 10:00:00 PM,6/8/2018 6:00:00 PM,RTO,602.424
6/8/2018 11:00:00 PM,6/8/2018 7:00:00 PM,RTO,579.920
6/9/2018 12:00:00 AM,6/8/2018 8:00:00 PM,RTO,726.693
6/9/2018 1:00:00 AM,6/8/2018 9:00:00 PM,RTO,1064.726
6/9/2018 2:00:00 AM,6/8/2018 10:00:00 PM,RTO,1357.743
6/9/2018 3:00:00 AM,6/8/2018 11:00:00 PM,RTO,1700.562
6/9/2018 4:00:00 AM,6/9/2018 12:00:00 AM,RTO,1276.715
6/9/2018 5:00:00 AM,6/9/2018 1:00:00 AM,RTO,1445.236
6/9/2018 6:00:00 AM,6/9/2018 2:00:00 AM,RTO,1779.129
6/9/2018 7:00:00 AM,6/9/2018 3:00:00 AM,RTO,2002.135
6/9/2018 8:00:00 AM,6/9/2018 4:00:00 AM,RTO,2112.315
6/9/2018 9:00:00 AM,6/9/2018 5:00:00 AM,RTO,1640.273
6/9/2018 10:00:00 AM,6/9/2018 6:00:00 AM,RTO,1420.376
6/9/2018 11:00:00 AM,6/9/2018 7:00:00 AM,RTO,1113.801
6/9/2018 12:00:00 PM,6/9/2018 8:00:00 AM,RTO,943.448
6/9/2018 1:00:00 PM,6/9/2018 9:00:00 AM,RTO,1012.707
6/9/2018 2:00:00 PM,6/9/2018 10:00:00 AM,RTO,1036.435
6/9/2018 3:00:00 PM,6/9/2018 11:00:00 AM,RTO,485.705
6/9/2018 4:00:00 PM,6/9/2018 12:00:00 PM,RTO,485.691
6/9/2018 5:00:00 PM,6/9/2018 1:00:00 PM,RTO,604.641
6/9/2018 6:00:00 PM,6/9/2018 2:00:00 PM,RTO,769.817
6/9/2018 7:00:00 PM,6/9/2018 3:00:00 PM,RTO,793.068
6/9/2018 8:00:00 PM,6/9/2018 4:00:00 PM,RTO,443.817
6/9/2018 9:00:00 PM,6/9/2018 5:00:00 PM,RTO,378.599
6/9/2018 10:00:00 PM,6/9/2018 6:00:00 PM,RTO,502.811
6/9/2018 11:00:00 PM,6/9/2018 7:00:00 PM,RTO,365.473
6/10/2018 12:00:00 AM,6/9/2018 8:00:00 PM,RTO,355.075
6/10/2018 1:00:00 AM,6/9/2018 9:00:00 PM,RTO,445.664
6/10/2018 2:00:00 AM,6/9/2018 10:00:00 PM,RTO,725.294
6/10/2018 3:00:00 AM,6/9/2018 11:00:00 PM,RTO,982.958
6/10/2018 4:00:00 AM,6/10/2018 12:00:00 AM,RTO,1254.981
6/10/2018 5:00:00 AM,6/10/2018 1:00:00 AM,RTO,1355.333
6/10/2018 6:00:00 AM,6/10/2018 2:00:00 AM,RTO,1552.310
6/10/2018 7:00:00 AM,6/10/2018 3:00:00 AM,RTO,1427.422
6/10/2018 8:00:00 AM,6/10/2018 4:00:00 AM,RTO,1643.783
6/10/2018 9:00:00 AM,6/10/2018 5:00:00 AM,RTO,1253.222
6/10/2018 10:00:00 AM,6/10/2018 6:00:00 AM,RTO,813.793
6/10/2018 11:00:00 AM,6/10/2018 7:00:00 AM,RTO,1177.546
6/10/2018 12:00:00 PM,6/10/2018 8:00:00 AM,RTO,1265.304
6/10/2018 1:00:00 PM,6/10/2018 9:00:00 AM,RTO,1902.577
6/10/2018 2:00:00 PM,6/10/2018 10:00:00 AM,RTO,2325.358
6/10/2018 3:00:00 PM,6/10/2018 11:00:00 AM,RTO,2348.945
6/10/2018 4:00:00 PM,6/10/2018 12:00:00 PM,RTO,2183.497
6/10/2018 5:00:00 PM,6/10/2018 1:00:00 PM,RTO,1775.149
6/10/2018 6:00:00 PM,6/10/2018 2:00:00 PM,RTO,1202.504
6/10/2018 7:00:00 PM,6/10/2018 3:00:00 PM,RTO,1088.260
6/10/2018 8:00:00 PM,6/10/2018 4:00:00 PM,RTO,838.949
6/10/2018 9:00:00 PM,6/10/2018 5:00:00 PM,RTO,743.261
6/10/2018 10:00:00 PM,6/10/2018 6:00:00 PM,RTO,876.156
6/10/2018 11:00:00 PM,6/10/2018 7:00:00 PM,RTO,834.804
6/11/2018 12:00:00 AM,6/10/2018 8:00:00 PM,RTO,885.854
6/11/2018 1:00:00 AM,6/10/2018 9:00:00 PM,RTO,908.710
6/11/2018 2:00:00 AM,6/10/2018 10:00:00 PM,RTO,800.550
6/11/2018 3:00:00 AM,6/10/2018 11:00:00 PM,RTO,786.952
6/11/2018 4:00:00 AM,6/11/2018 12:00:00 AM,RTO,710.231
6/11/2018 5:00:00 AM,6/11/2018 1:00:00 AM,RTO,622.182
6/11/2018 6:00:00 AM,6/11/2018 2:00:00 AM,RTO,494.975
6/11/2018 7:00:00 AM,6/11/2018 3:00:00 AM,RTO,431.785
6/11/2018 8:00:00 AM,6/11/2018 4:00:00 AM,RTO,404.149
6/11/2018 9:00:00 AM,6/11/2018 5:00:00 AM,RTO,425.151
6/11/2018 10:00:00 AM,6/11/2018 6:00:00 AM,RTO,466.902
6/11/2018 11:00:00 AM,6/11/2018 7:00:00 AM,RTO,559.025
6/11/2018 12:00:00 PM,6/11/2018 8:00:00 AM,RTO,529.972
6/11/2018 1:00:00 PM,6/11/2018 9:00:00 AM,RTO,662.906
6/11/2018 2:00:00 PM,6/11/2018 10:00:00 AM,RTO,767.444
6/11/2018 3:00:00 PM,6/11/2018 11:00:00 AM,RTO,688.533
6/11/2018 4:00:00 PM,6/11/2018 12:00:00 PM,RTO,714.061
6/11/2018 5:00:00 PM,6/11/2018 1:00:00 PM,RTO,653.400
6/11/2018 6:00:00 PM,6/11/2018 2:00:00 PM,RTO,856.780
6/11/2018 7:00:00 PM,6/11/2018 3:00:00 PM,RTO,850.036
6/11/2018 8:00:00 PM,6/11/2018 4:00:00 PM,RTO,865.025
6/11/2018 9:00:00 PM,6/11/2018 5:00:00 PM,RTO,907.009
6/11/2018 10:00:00 PM,6/11/2018 6:00:00 PM,RTO,1019.462
6/11/2018 11:00:00 PM,6/11/2018 7:00:00 PM,RTO,1321.803
6/12/2018 12:00:00 AM,6/11/2018 8:00:00 PM,RTO,1585.449
6/12/2018 1:00:00 AM,6/11/2018 9:00:00 PM,RTO,1954.562
6/12/2018 2:00:00 AM,6/11/2018 10:00:00 PM,RTO,2259.840
6/12/2018 3:00:00 AM,6/11/2018 11:00:00 PM,RTO,2148.857
6/12/2018 4:00:00 AM,6/12/2018 12:00:00 AM,RTO,1958.302
6/12/2018 5:00:00 AM,6/12/2018 1:00:00 AM,RTO,2107.129
6/12/2018 6:00:00 AM,6/12/2018 2:00:00 AM,RTO,2143.510
6/12/2018 7:00:00 AM,6/12/2018 3:00:00 AM,RTO,2230.746
6/12/2018 8:00:00 AM,6/12/2018 4:00:00 AM,RTO,2181.138
6/12/2018 9:00:00 AM,6/12/2018 5:00:00 AM,RTO,2079.021
6/12/2018 10:00:00 AM,6/12/2018 6:00:00 AM,RTO,1836.584
6/12/2018 11:00:00 AM,6/12/2018 7:00:00 AM,RTO,1696.777
6/12/2018 12:00:00 PM,6/12/2018 8:00:00 AM,RTO,1701.124
6/12/2018 1:00:00 PM,6/12/2018 9:00:00 AM,RTO,1874.597
6/12/2018 2:00:00 PM,6/12/2018 10:00:00 AM,RTO,1629.569
6/12/2018 3:00:00 PM,6/12/2018 11:00:00 AM,RTO,1106.008
6/12/2018 4:00:00 PM,6/12/2018 12:00:00 PM,RTO,944.764
6/12/2018 5:00:00 PM,6/12/2018 1:00:00 PM,RTO,1141.192
6/12/2018 6:00:00 PM,6/12/2018 2:00:00 PM,RTO,1408.433
6/12/2018 7:00:00 PM,6/12/2018 3:00:00 PM,RTO,1168.018
6/12/2018 8:00:00 PM,6/12/2018 4:00:00 PM,RTO,882.710
6/12/2018 9:00:00 PM,6/12/2018 5:00:00 PM,RTO,931.798
6/12/2018 10:00:00 PM,6/12/2018 6:00:00 PM,RTO,997.465
6/12/2018 11:00:00 PM,6/12/2018 7:00:00 PM,RTO,1001.747
6/13/2018 12:00:00 AM,6/12/2018 8:00:00 PM,RTO,1051.593
6/13/2018 1:00:00 AM,6/12/2018 9:00:00 PM,RTO,1217.295
6/13/2018 2:00:00 AM,6/12/2018 10:00:00 PM,RTO,1154.867
6/13/2018 3:00:00 AM,6/12/2018 11:00:00 PM,RTO,1146.013
6/13/2018 4:00:00 AM,6/13/2018 12:00:00 AM,RTO,1107.176
6/13/2018 5:00:00 AM,6/13/2018 1:00:00 AM,RTO,1120.828
6/13/2018 6:00:00 AM,6/13/2018 2:00:00 AM,RTO,1363.835
6/13/2018 7:00:00 AM,6/13/2018 3:00:00 AM,RTO,1588.597
6/13/2018 8:00:00 AM,6/13/2018 4:00:00 AM,RTO,1625.383
6/13/2018 9:00:00 AM,6/13/2018 5:00:00 AM,RTO,1803.884
6/13/2018 10:00:00 AM,6/13/2018 6:00:00 AM,RTO,1983.870
6/13/2018 11:00:00 AM,6/13/2018 7:00:00 AM,RTO,1971.488
6/13/2018 12:00:00 PM,6/13/2018 8:00:00 AM,RTO,1789.627
6/13/2018 1:00:00 PM,6/13/2018 9:00:00 AM,RTO,2314.694
6/13/2018 2:00:00 PM,6/13/2018 10:00:00 AM,RTO,2886.163
6/13/2018 3:00:00 PM,6/13/2018 11:00:00 AM,RTO,2929.202
6/13/2018 4:00:00 PM,6/13/2018 12:00:00 PM,RTO,2593.359
6/13/2018 5:00:00 PM,6/13/2018 1:00:00 PM,RTO,2386.254
6/13/2018 6:00:00 PM,6/13/2018 2:00:00 PM,RTO,2328.460
6/13/2018 7:00:00 PM,6/13/2018 3:00:00 PM,RTO,2340.851
6/13/2018 8:00:00 PM,6/13/2018 4:00:00 PM,RTO,2361.589
6/13/2018 9:00:00 PM,6/13/2018 5:00:00 PM,RTO,2441.116
6/13/2018 10:00:00 PM,6/13/2018 6:00:00 PM,RTO,2297.188
6/13/2018 11:00:00 PM,6/13/2018 7:00:00 PM,RTO,2023.206
6/14/2018 12:00:00 AM,6/13/2018 8:00:00 PM,RTO,1703.419
6/14/2018 1:00:00 AM,6/13/2018 9:00:00 PM,RTO,1630.363
6/14/2018 2:00:00 AM,6/13/2018 10:00:00 PM,RTO,1768.864
6/14/2018 3:00:00 AM,6/13/2018 11:00:00 PM,RTO,1714.510
6/14/2018 4:00:00 AM,6/14/2018 12:00:00 AM,RTO,1414.201
6/14/2018 5:00:00 AM,6/14/2018 1:00:00 AM,RTO,1254.818
6/14/2018 6:00:00 AM,6/14/2018 2:00:00 AM,RTO,1217.630
6/14/2018 7:00:00 AM,6/14/2018 3:00:00 AM,RTO,1127.416
6/14/2018 8:00:00 AM,6/14/2018 4:00:00 AM,RTO,896.061
6/14/2018 9:00:00 AM,6/14/2018 5:00:00 AM,RTO,768.306
6/14/2018 10:00:00 AM,6/14/2018 6:00:00 AM,RTO,922.930
6/14/2018 11:00:00 AM,6/14/2018 7:00:00 AM,RTO,969.840
6/14/2018 12:00:00 PM,6/14/2018 8:00:00 AM,RTO,969.853
6/14/2018 1:00:00 PM,6/14/2018 9:00:00 AM,RTO,1029.246
6/14/2018 2:00:00 PM,6/14/2018 10:00:00 AM,RTO,1177.965
6/14/2018 3:00:00 PM,6/14/2018 11:00:00 AM,RTO,1176.752
6/14/2018 4:00:00 PM,6/14/2018 12:00:00 PM,RTO,1114.583
6/14/2018 5:00:00 PM,6/14/2018 1:00:00 PM,RTO,1228.783
6/14/2018 6:00:00 PM,6/14/2018 2:00:00 PM,RTO,1437.547
6/14/2018 7:00:00 PM,6/14/2018 3:00:00 PM,RTO,1424.172
6/14/2018 8:00:00 PM,6/14/2018 4:00:00 PM,RTO,1480.602
6/14/2018 9:00:00 PM,6/14/2018 5:00:00 PM,RTO,1697.882
6/14/2018 10:00:00 PM,6/14/2018 6:00:00 PM,RTO,2190.903
6/14/2018 11:00:00 PM,6/14/2018 7:00:00 PM,RTO,2018.663
6/15/2018 12:00:00 AM,6/14/2018 8:00:00 PM,RTO,1418.591
6/15/2018 1:00:00 AM,6/14/2018 9:00:00 PM,RTO,1082.643
6/15/2018 2:00:00 AM,6/14/2018 10:00:00 PM,RTO,1159.160
6/15/2018 3:00:00 AM,6/14/2018 11:00:00 PM,RTO,1499.376
6/15/2018 4:00:00 AM,6/15/2018 12:00:00 AM,RTO,1647.007
6/15/2018 5:00:00 AM,6/15/2018 1:00:00 AM,RTO,1981.429
6/15/2018 6:00:00 AM,6/15/2018 2:00:00 AM,RTO,1979.627
6/15/2018 7:00:00 AM,6/15/2018 3:00:00 AM,RTO,1941.392
6/15/2018 8:00:00 AM,6/15/2018 4:00:00 AM,RTO,1875.582
6/15/2018 9:00:00 AM,6/15/2018 5:00:00 AM,RTO,1620.689
