datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
6/2/2018 12:00:00 PM,6/2/2018 8:00:00 AM,RTO,RTO,RTO,RTO,82519.159,False
6/2/2018 1:00:00 PM,6/2/2018 9:00:00 AM,RTO,RTO,RTO,RTO,88144.095,False
6/2/2018 2:00:00 PM,6/2/2018 10:00:00 AM,RTO,RTO,RTO,RTO,92781.577,False
6/2/2018 3:00:00 PM,6/2/2018 11:00:00 AM,RTO,RTO,RTO,RTO,96452.717,False
6/2/2018 4:00:00 PM,6/2/2018 12:00:00 PM,RTO,RTO,RTO,RTO,99750.638,False
6/2/2018 5:00:00 PM,6/2/2018 1:00:00 PM,RTO,RTO,RTO,RTO,102220.787,False
6/2/2018 6:00:00 PM,6/2/2018 2:00:00 PM,RTO,RTO,RTO,RTO,103794.352,False
6/2/2018 7:00:00 PM,6/2/2018 3:00:00 PM,RTO,RTO,RTO,RTO,104771.475,False
6/2/2018 8:00:00 PM,6/2/2018 4:00:00 PM,RTO,RTO,RTO,RTO,104854.381,False
6/2/2018 9:00:00 PM,6/2/2018 5:00:00 PM,RTO,RTO,RTO,RTO,104076.112,False
6/2/2018 10:00:00 PM,6/2/2018 6:00:00 PM,RTO,RTO,RTO,RTO,101979.883,False
6/2/2018 11:00:00 PM,6/2/2018 7:00:00 PM,RTO,RTO,RTO,RTO,99353.930,False
6/3/2018 12:00:00 AM,6/2/2018 8:00:00 PM,RTO,RTO,RTO,RTO,97006.604,False
6/3/2018 1:00:00 AM,6/2/2018 9:00:00 PM,RTO,RTO,RTO,RTO,95331.147,False
6/3/2018 2:00:00 AM,6/2/2018 10:00:00 PM,RTO,RTO,RTO,RTO,90379.333,False
6/3/2018 3:00:00 AM,6/2/2018 11:00:00 PM,RTO,RTO,RTO,RTO,84023.285,False
6/3/2018 4:00:00 AM,6/3/2018 12:00:00 AM,RTO,RTO,RTO,RTO,77860.257,False
6/3/2018 5:00:00 AM,6/3/2018 1:00:00 AM,RTO,RTO,RTO,RTO,73494.728,False
6/3/2018 6:00:00 AM,6/3/2018 2:00:00 AM,RTO,RTO,RTO,RTO,70277.966,False
6/3/2018 7:00:00 AM,6/3/2018 3:00:00 AM,RTO,RTO,RTO,RTO,68304.277,False
6/3/2018 8:00:00 AM,6/3/2018 4:00:00 AM,RTO,RTO,RTO,RTO,67141.135,False
6/3/2018 9:00:00 AM,6/3/2018 5:00:00 AM,RTO,RTO,RTO,RTO,66697.589,False
6/3/2018 10:00:00 AM,6/3/2018 6:00:00 AM,RTO,RTO,RTO,RTO,66619.311,False
6/3/2018 11:00:00 AM,6/3/2018 7:00:00 AM,RTO,RTO,RTO,RTO,68880.081,False
6/3/2018 12:00:00 PM,6/3/2018 8:00:00 AM,RTO,RTO,RTO,RTO,73154.805,False
6/3/2018 1:00:00 PM,6/3/2018 9:00:00 AM,RTO,RTO,RTO,RTO,77509.395,False
6/3/2018 2:00:00 PM,6/3/2018 10:00:00 AM,RTO,RTO,RTO,RTO,80795.629,False
6/3/2018 3:00:00 PM,6/3/2018 11:00:00 AM,RTO,RTO,RTO,RTO,83503.617,False
6/3/2018 4:00:00 PM,6/3/2018 12:00:00 PM,RTO,RTO,RTO,RTO,85669.395,False
6/3/2018 5:00:00 PM,6/3/2018 1:00:00 PM,RTO,RTO,RTO,RTO,86836.951,False
6/3/2018 6:00:00 PM,6/3/2018 2:00:00 PM,RTO,RTO,RTO,RTO,87460.684,False
6/3/2018 7:00:00 PM,6/3/2018 3:00:00 PM,RTO,RTO,RTO,RTO,88050.090,False
6/3/2018 8:00:00 PM,6/3/2018 4:00:00 PM,RTO,RTO,RTO,RTO,88609.165,False
6/3/2018 9:00:00 PM,6/3/2018 5:00:00 PM,RTO,RTO,RTO,RTO,89213.274,False
6/3/2018 10:00:00 PM,6/3/2018 6:00:00 PM,RTO,RTO,RTO,RTO,88690.906,False
6/3/2018 11:00:00 PM,6/3/2018 7:00:00 PM,RTO,RTO,RTO,RTO,87285.086,False
6/4/2018 12:00:00 AM,6/3/2018 8:00:00 PM,RTO,RTO,RTO,RTO,85849.515,False
6/4/2018 1:00:00 AM,6/3/2018 9:00:00 PM,RTO,RTO,RTO,RTO,84165.849,False
6/4/2018 2:00:00 AM,6/3/2018 10:00:00 PM,RTO,RTO,RTO,RTO,79378.790,False
6/4/2018 3:00:00 AM,6/3/2018 11:00:00 PM,RTO,RTO,RTO,RTO,73463.135,False
6/4/2018 4:00:00 AM,6/4/2018 12:00:00 AM,RTO,RTO,RTO,RTO,68635.968,False
6/4/2018 5:00:00 AM,6/4/2018 1:00:00 AM,RTO,RTO,RTO,RTO,65572.046,False
6/4/2018 6:00:00 AM,6/4/2018 2:00:00 AM,RTO,RTO,RTO,RTO,63748.227,False
6/4/2018 7:00:00 AM,6/4/2018 3:00:00 AM,RTO,RTO,RTO,RTO,63058.454,False
6/4/2018 8:00:00 AM,6/4/2018 4:00:00 AM,RTO,RTO,RTO,RTO,63989.663,False
6/4/2018 9:00:00 AM,6/4/2018 5:00:00 AM,RTO,RTO,RTO,RTO,67592.030,False
6/4/2018 10:00:00 AM,6/4/2018 6:00:00 AM,RTO,RTO,RTO,RTO,73091.778,False
6/4/2018 11:00:00 AM,6/4/2018 7:00:00 AM,RTO,RTO,RTO,RTO,78429.481,False
6/4/2018 12:00:00 PM,6/4/2018 8:00:00 AM,RTO,RTO,RTO,RTO,82029.916,False
6/4/2018 1:00:00 PM,6/4/2018 9:00:00 AM,RTO,RTO,RTO,RTO,84240.773,False
6/4/2018 2:00:00 PM,6/4/2018 10:00:00 AM,RTO,RTO,RTO,RTO,86429.033,False
6/4/2018 3:00:00 PM,6/4/2018 11:00:00 AM,RTO,RTO,RTO,RTO,88280.338,False
6/4/2018 4:00:00 PM,6/4/2018 12:00:00 PM,RTO,RTO,RTO,RTO,89760.104,False
6/4/2018 5:00:00 PM,6/4/2018 1:00:00 PM,RTO,RTO,RTO,RTO,91553.561,False
6/4/2018 6:00:00 PM,6/4/2018 2:00:00 PM,RTO,RTO,RTO,RTO,93548.782,False
6/4/2018 7:00:00 PM,6/4/2018 3:00:00 PM,RTO,RTO,RTO,RTO,95404.411,False
6/4/2018 8:00:00 PM,6/4/2018 4:00:00 PM,RTO,RTO,RTO,RTO,97128.016,False
6/4/2018 9:00:00 PM,6/4/2018 5:00:00 PM,RTO,RTO,RTO,RTO,98446.204,False
6/4/2018 10:00:00 PM,6/4/2018 6:00:00 PM,RTO,RTO,RTO,RTO,98012.744,False
6/4/2018 11:00:00 PM,6/4/2018 7:00:00 PM,RTO,RTO,RTO,RTO,96271.569,False
6/5/2018 12:00:00 AM,6/4/2018 8:00:00 PM,RTO,RTO,RTO,RTO,94108.800,False
6/5/2018 1:00:00 AM,6/4/2018 9:00:00 PM,RTO,RTO,RTO,RTO,92047.409,False
6/5/2018 2:00:00 AM,6/4/2018 10:00:00 PM,RTO,RTO,RTO,RTO,86081.932,False
6/5/2018 3:00:00 AM,6/4/2018 11:00:00 PM,RTO,RTO,RTO,RTO,78183.281,False
6/5/2018 4:00:00 AM,6/5/2018 12:00:00 AM,RTO,RTO,RTO,RTO,72261.324,False
6/5/2018 5:00:00 AM,6/5/2018 1:00:00 AM,RTO,RTO,RTO,RTO,68619.239,False
6/5/2018 6:00:00 AM,6/5/2018 2:00:00 AM,RTO,RTO,RTO,RTO,66316.627,False
6/5/2018 7:00:00 AM,6/5/2018 3:00:00 AM,RTO,RTO,RTO,RTO,65054.187,False
6/5/2018 8:00:00 AM,6/5/2018 4:00:00 AM,RTO,RTO,RTO,RTO,65552.205,False
6/5/2018 9:00:00 AM,6/5/2018 5:00:00 AM,RTO,RTO,RTO,RTO,68806.755,False
6/5/2018 10:00:00 AM,6/5/2018 6:00:00 AM,RTO,RTO,RTO,RTO,74396.430,False
6/5/2018 11:00:00 AM,6/5/2018 7:00:00 AM,RTO,RTO,RTO,RTO,79559.378,False
6/5/2018 12:00:00 PM,6/5/2018 8:00:00 AM,RTO,RTO,RTO,RTO,83104.751,False
6/5/2018 1:00:00 PM,6/5/2018 9:00:00 AM,RTO,RTO,RTO,RTO,85556.507,False
6/5/2018 2:00:00 PM,6/5/2018 10:00:00 AM,RTO,RTO,RTO,RTO,88393.952,False
6/5/2018 3:00:00 PM,6/5/2018 11:00:00 AM,RTO,RTO,RTO,RTO,90312.177,False
6/5/2018 4:00:00 PM,6/5/2018 12:00:00 PM,RTO,RTO,RTO,RTO,91775.136,False
6/5/2018 5:00:00 PM,6/5/2018 1:00:00 PM,RTO,RTO,RTO,RTO,93554.584,False
6/5/2018 6:00:00 PM,6/5/2018 2:00:00 PM,RTO,RTO,RTO,RTO,94697.512,False
6/5/2018 7:00:00 PM,6/5/2018 3:00:00 PM,RTO,RTO,RTO,RTO,95722.068,False
6/5/2018 8:00:00 PM,6/5/2018 4:00:00 PM,RTO,RTO,RTO,RTO,96284.085,False
6/5/2018 9:00:00 PM,6/5/2018 5:00:00 PM,RTO,RTO,RTO,RTO,96483.396,False
6/5/2018 10:00:00 PM,6/5/2018 6:00:00 PM,RTO,RTO,RTO,RTO,95065.450,False
6/5/2018 11:00:00 PM,6/5/2018 7:00:00 PM,RTO,RTO,RTO,RTO,92796.396,False
6/6/2018 12:00:00 AM,6/5/2018 8:00:00 PM,RTO,RTO,RTO,RTO,91148.923,False
6/6/2018 1:00:00 AM,6/5/2018 9:00:00 PM,RTO,RTO,RTO,RTO,89152.170,False
6/6/2018 2:00:00 AM,6/5/2018 10:00:00 PM,RTO,RTO,RTO,RTO,83619.506,False
6/6/2018 3:00:00 AM,6/5/2018 11:00:00 PM,RTO,RTO,RTO,RTO,76654.215,False
6/6/2018 4:00:00 AM,6/6/2018 12:00:00 AM,RTO,RTO,RTO,RTO,71230.454,False
6/6/2018 5:00:00 AM,6/6/2018 1:00:00 AM,RTO,RTO,RTO,RTO,67685.442,False
6/6/2018 6:00:00 AM,6/6/2018 2:00:00 AM,RTO,RTO,RTO,RTO,65635.794,False
6/6/2018 7:00:00 AM,6/6/2018 3:00:00 AM,RTO,RTO,RTO,RTO,64487.959,False
6/6/2018 8:00:00 AM,6/6/2018 4:00:00 AM,RTO,RTO,RTO,RTO,65151.571,False
6/6/2018 9:00:00 AM,6/6/2018 5:00:00 AM,RTO,RTO,RTO,RTO,68090.954,False
6/6/2018 10:00:00 AM,6/6/2018 6:00:00 AM,RTO,RTO,RTO,RTO,73175.806,False
6/6/2018 11:00:00 AM,6/6/2018 7:00:00 AM,RTO,RTO,RTO,RTO,78533.616,False
6/6/2018 12:00:00 PM,6/6/2018 8:00:00 AM,RTO,RTO,RTO,RTO,81848.393,False
6/6/2018 1:00:00 PM,6/6/2018 9:00:00 AM,RTO,RTO,RTO,RTO,84074.409,False
6/6/2018 2:00:00 PM,6/6/2018 10:00:00 AM,RTO,RTO,RTO,RTO,86012.892,False
6/6/2018 3:00:00 PM,6/6/2018 11:00:00 AM,RTO,RTO,RTO,RTO,87563.099,False
6/6/2018 4:00:00 PM,6/6/2018 12:00:00 PM,RTO,RTO,RTO,RTO,89171.892,False
6/6/2018 5:00:00 PM,6/6/2018 1:00:00 PM,RTO,RTO,RTO,RTO,90517.058,False
6/6/2018 6:00:00 PM,6/6/2018 2:00:00 PM,RTO,RTO,RTO,RTO,91577.125,False
6/6/2018 7:00:00 PM,6/6/2018 3:00:00 PM,RTO,RTO,RTO,RTO,92422.025,False
6/6/2018 8:00:00 PM,6/6/2018 4:00:00 PM,RTO,RTO,RTO,RTO,93365.682,False
6/6/2018 9:00:00 PM,6/6/2018 5:00:00 PM,RTO,RTO,RTO,RTO,93306.167,False
6/6/2018 10:00:00 PM,6/6/2018 6:00:00 PM,RTO,RTO,RTO,RTO,92310.722,False
6/6/2018 11:00:00 PM,6/6/2018 7:00:00 PM,RTO,RTO,RTO,RTO,90684.026,False
6/7/2018 12:00:00 AM,6/6/2018 8:00:00 PM,RTO,RTO,RTO,RTO,89661.432,False
6/7/2018 1:00:00 AM,6/6/2018 9:00:00 PM,RTO,RTO,RTO,RTO,88592.714,False
6/7/2018 2:00:00 AM,6/6/2018 10:00:00 PM,RTO,RTO,RTO,RTO,83259.541,False
6/7/2018 3:00:00 AM,6/6/2018 11:00:00 PM,RTO,RTO,RTO,RTO,76759.695,False
6/7/2018 4:00:00 AM,6/7/2018 12:00:00 AM,RTO,RTO,RTO,RTO,71116.178,False
6/7/2018 5:00:00 AM,6/7/2018 1:00:00 AM,RTO,RTO,RTO,RTO,67665.712,False
6/7/2018 6:00:00 AM,6/7/2018 2:00:00 AM,RTO,RTO,RTO,RTO,65713.995,False
6/7/2018 7:00:00 AM,6/7/2018 3:00:00 AM,RTO,RTO,RTO,RTO,64755.638,False
6/7/2018 8:00:00 AM,6/7/2018 4:00:00 AM,RTO,RTO,RTO,RTO,65376.292,False
6/7/2018 9:00:00 AM,6/7/2018 5:00:00 AM,RTO,RTO,RTO,RTO,68677.624,False
6/7/2018 10:00:00 AM,6/7/2018 6:00:00 AM,RTO,RTO,RTO,RTO,74033.468,False
6/7/2018 11:00:00 AM,6/7/2018 7:00:00 AM,RTO,RTO,RTO,RTO,79180.519,False
6/7/2018 12:00:00 PM,6/7/2018 8:00:00 AM,RTO,RTO,RTO,RTO,82529.178,False
6/7/2018 1:00:00 PM,6/7/2018 9:00:00 AM,RTO,RTO,RTO,RTO,85587.183,False
6/7/2018 2:00:00 PM,6/7/2018 10:00:00 AM,RTO,RTO,RTO,RTO,88644.708,False
6/7/2018 3:00:00 PM,6/7/2018 11:00:00 AM,RTO,RTO,RTO,RTO,91393.407,False
6/7/2018 4:00:00 PM,6/7/2018 12:00:00 PM,RTO,RTO,RTO,RTO,93946.531,False
6/7/2018 5:00:00 PM,6/7/2018 1:00:00 PM,RTO,RTO,RTO,RTO,97058.607,False
6/7/2018 6:00:00 PM,6/7/2018 2:00:00 PM,RTO,RTO,RTO,RTO,99538.779,False
6/7/2018 7:00:00 PM,6/7/2018 3:00:00 PM,RTO,RTO,RTO,RTO,102185.782,False
6/7/2018 8:00:00 PM,6/7/2018 4:00:00 PM,RTO,RTO,RTO,RTO,104355.151,False
6/7/2018 9:00:00 PM,6/7/2018 5:00:00 PM,RTO,RTO,RTO,RTO,105321.805,False
6/7/2018 10:00:00 PM,6/7/2018 6:00:00 PM,RTO,RTO,RTO,RTO,104271.617,False
6/7/2018 11:00:00 PM,6/7/2018 7:00:00 PM,RTO,RTO,RTO,RTO,101397.082,False
6/8/2018 12:00:00 AM,6/7/2018 8:00:00 PM,RTO,RTO,RTO,RTO,98384.141,False
6/8/2018 1:00:00 AM,6/7/2018 9:00:00 PM,RTO,RTO,RTO,RTO,96432.640,False
6/8/2018 2:00:00 AM,6/7/2018 10:00:00 PM,RTO,RTO,RTO,RTO,89962.389,False
6/8/2018 3:00:00 AM,6/7/2018 11:00:00 PM,RTO,RTO,RTO,RTO,82182.364,False
6/8/2018 4:00:00 AM,6/8/2018 12:00:00 AM,RTO,RTO,RTO,RTO,75807.733,False
6/8/2018 5:00:00 AM,6/8/2018 1:00:00 AM,RTO,RTO,RTO,RTO,71355.205,False
6/8/2018 6:00:00 AM,6/8/2018 2:00:00 AM,RTO,RTO,RTO,RTO,68672.609,False
6/8/2018 7:00:00 AM,6/8/2018 3:00:00 AM,RTO,RTO,RTO,RTO,67267.155,False
6/8/2018 8:00:00 AM,6/8/2018 4:00:00 AM,RTO,RTO,RTO,RTO,67648.195,False
6/8/2018 9:00:00 AM,6/8/2018 5:00:00 AM,RTO,RTO,RTO,RTO,70568.654,False
6/8/2018 10:00:00 AM,6/8/2018 6:00:00 AM,RTO,RTO,RTO,RTO,75423.471,False
6/8/2018 11:00:00 AM,6/8/2018 7:00:00 AM,RTO,RTO,RTO,RTO,81251.602,False
6/8/2018 12:00:00 PM,6/8/2018 8:00:00 AM,RTO,RTO,RTO,RTO,85763.710,False
6/8/2018 1:00:00 PM,6/8/2018 9:00:00 AM,RTO,RTO,RTO,RTO,90176.756,False
6/8/2018 2:00:00 PM,6/8/2018 10:00:00 AM,RTO,RTO,RTO,RTO,94433.524,False
6/8/2018 3:00:00 PM,6/8/2018 11:00:00 AM,RTO,RTO,RTO,RTO,98665.201,False
6/8/2018 4:00:00 PM,6/8/2018 12:00:00 PM,RTO,RTO,RTO,RTO,102355.305,False
6/8/2018 5:00:00 PM,6/8/2018 1:00:00 PM,RTO,RTO,RTO,RTO,106001.349,False
6/8/2018 6:00:00 PM,6/8/2018 2:00:00 PM,RTO,RTO,RTO,RTO,108385.868,False
6/8/2018 7:00:00 PM,6/8/2018 3:00:00 PM,RTO,RTO,RTO,RTO,110217.717,False
6/8/2018 8:00:00 PM,6/8/2018 4:00:00 PM,RTO,RTO,RTO,RTO,110800.718,False
6/8/2018 9:00:00 PM,6/8/2018 5:00:00 PM,RTO,RTO,RTO,RTO,110001.035,False
6/8/2018 10:00:00 PM,6/8/2018 6:00:00 PM,RTO,RTO,RTO,RTO,107252.228,False
6/8/2018 11:00:00 PM,6/8/2018 7:00:00 PM,RTO,RTO,RTO,RTO,103416.770,False
6/9/2018 12:00:00 AM,6/8/2018 8:00:00 PM,RTO,RTO,RTO,RTO,100703.893,False
6/9/2018 1:00:00 AM,6/8/2018 9:00:00 PM,RTO,RTO,RTO,RTO,98681.988,False
6/9/2018 2:00:00 AM,6/8/2018 10:00:00 PM,RTO,RTO,RTO,RTO,92793.588,False
6/9/2018 3:00:00 AM,6/8/2018 11:00:00 PM,RTO,RTO,RTO,RTO,85326.360,False
6/9/2018 4:00:00 AM,6/9/2018 12:00:00 AM,RTO,RTO,RTO,RTO,78857.267,False
6/9/2018 5:00:00 AM,6/9/2018 1:00:00 AM,RTO,RTO,RTO,RTO,74005.745,False
6/9/2018 6:00:00 AM,6/9/2018 2:00:00 AM,RTO,RTO,RTO,RTO,70743.519,False
6/9/2018 7:00:00 AM,6/9/2018 3:00:00 AM,RTO,RTO,RTO,RTO,68760.540,False
6/9/2018 8:00:00 AM,6/9/2018 4:00:00 AM,RTO,RTO,RTO,RTO,67868.190,False
6/9/2018 9:00:00 AM,6/9/2018 5:00:00 AM,RTO,RTO,RTO,RTO,68181.422,False
6/9/2018 10:00:00 AM,6/9/2018 6:00:00 AM,RTO,RTO,RTO,RTO,69328.761,False
6/9/2018 11:00:00 AM,6/9/2018 7:00:00 AM,RTO,RTO,RTO,RTO,73581.755,False
6/9/2018 12:00:00 PM,6/9/2018 8:00:00 AM,RTO,RTO,RTO,RTO,79304.153,False
6/9/2018 1:00:00 PM,6/9/2018 9:00:00 AM,RTO,RTO,RTO,RTO,85226.988,False
6/9/2018 2:00:00 PM,6/9/2018 10:00:00 AM,RTO,RTO,RTO,RTO,90704.005,False
6/9/2018 3:00:00 PM,6/9/2018 11:00:00 AM,RTO,RTO,RTO,RTO,95351.319,False
6/9/2018 4:00:00 PM,6/9/2018 12:00:00 PM,RTO,RTO,RTO,RTO,98805.652,False
6/9/2018 5:00:00 PM,6/9/2018 1:00:00 PM,RTO,RTO,RTO,RTO,101339.207,False
6/9/2018 6:00:00 PM,6/9/2018 2:00:00 PM,RTO,RTO,RTO,RTO,103388.561,False
6/9/2018 7:00:00 PM,6/9/2018 3:00:00 PM,RTO,RTO,RTO,RTO,104662.716,False
6/9/2018 8:00:00 PM,6/9/2018 4:00:00 PM,RTO,RTO,RTO,RTO,105653.159,False
6/9/2018 9:00:00 PM,6/9/2018 5:00:00 PM,RTO,RTO,RTO,RTO,105433.267,False
6/9/2018 10:00:00 PM,6/9/2018 6:00:00 PM,RTO,RTO,RTO,RTO,103369.481,False
6/9/2018 11:00:00 PM,6/9/2018 7:00:00 PM,RTO,RTO,RTO,RTO,99776.873,False
6/10/2018 12:00:00 AM,6/9/2018 8:00:00 PM,RTO,RTO,RTO,RTO,97051.112,False
6/10/2018 1:00:00 AM,6/9/2018 9:00:00 PM,RTO,RTO,RTO,RTO,94954.493,False
6/10/2018 2:00:00 AM,6/9/2018 10:00:00 PM,RTO,RTO,RTO,RTO,89800.838,False
6/10/2018 3:00:00 AM,6/9/2018 11:00:00 PM,RTO,RTO,RTO,RTO,83161.507,False
6/10/2018 4:00:00 AM,6/10/2018 12:00:00 AM,RTO,RTO,RTO,RTO,77374.611,False
6/10/2018 5:00:00 AM,6/10/2018 1:00:00 AM,RTO,RTO,RTO,RTO,72842.217,False
6/10/2018 6:00:00 AM,6/10/2018 2:00:00 AM,RTO,RTO,RTO,RTO,69785.225,False
6/10/2018 7:00:00 AM,6/10/2018 3:00:00 AM,RTO,RTO,RTO,RTO,67723.661,False
6/10/2018 8:00:00 AM,6/10/2018 4:00:00 AM,RTO,RTO,RTO,RTO,66689.921,False
6/10/2018 9:00:00 AM,6/10/2018 5:00:00 AM,RTO,RTO,RTO,RTO,66462.325,False
6/10/2018 10:00:00 AM,6/10/2018 6:00:00 AM,RTO,RTO,RTO,RTO,66607.710,False
6/10/2018 11:00:00 AM,6/10/2018 7:00:00 AM,RTO,RTO,RTO,RTO,69391.452,False
6/10/2018 12:00:00 PM,6/10/2018 8:00:00 AM,RTO,RTO,RTO,RTO,74137.918,False
6/10/2018 1:00:00 PM,6/10/2018 9:00:00 AM,RTO,RTO,RTO,RTO,79248.981,False
6/10/2018 2:00:00 PM,6/10/2018 10:00:00 AM,RTO,RTO,RTO,RTO,83308.314,False
6/10/2018 3:00:00 PM,6/10/2018 11:00:00 AM,RTO,RTO,RTO,RTO,86655.108,False
6/10/2018 4:00:00 PM,6/10/2018 12:00:00 PM,RTO,RTO,RTO,RTO,89047.575,False
6/10/2018 5:00:00 PM,6/10/2018 1:00:00 PM,RTO,RTO,RTO,RTO,90577.934,False
6/10/2018 6:00:00 PM,6/10/2018 2:00:00 PM,RTO,RTO,RTO,RTO,91145.927,False
6/10/2018 7:00:00 PM,6/10/2018 3:00:00 PM,RTO,RTO,RTO,RTO,91528.105,False
6/10/2018 8:00:00 PM,6/10/2018 4:00:00 PM,RTO,RTO,RTO,RTO,92183.798,False
6/10/2018 9:00:00 PM,6/10/2018 5:00:00 PM,RTO,RTO,RTO,RTO,92489.840,False
6/10/2018 10:00:00 PM,6/10/2018 6:00:00 PM,RTO,RTO,RTO,RTO,91593.320,False
6/10/2018 11:00:00 PM,6/10/2018 7:00:00 PM,RTO,RTO,RTO,RTO,90001.510,False
6/11/2018 12:00:00 AM,6/10/2018 8:00:00 PM,RTO,RTO,RTO,RTO,88934.346,False
6/11/2018 1:00:00 AM,6/10/2018 9:00:00 PM,RTO,RTO,RTO,RTO,87304.892,False
6/11/2018 2:00:00 AM,6/10/2018 10:00:00 PM,RTO,RTO,RTO,RTO,82463.013,False
6/11/2018 3:00:00 AM,6/10/2018 11:00:00 PM,RTO,RTO,RTO,RTO,76661.107,False
6/11/2018 4:00:00 AM,6/11/2018 12:00:00 AM,RTO,RTO,RTO,RTO,72091.856,False
6/11/2018 5:00:00 AM,6/11/2018 1:00:00 AM,RTO,RTO,RTO,RTO,68965.911,False
6/11/2018 6:00:00 AM,6/11/2018 2:00:00 AM,RTO,RTO,RTO,RTO,66997.454,False
6/11/2018 7:00:00 AM,6/11/2018 3:00:00 AM,RTO,RTO,RTO,RTO,66382.486,False
6/11/2018 8:00:00 AM,6/11/2018 4:00:00 AM,RTO,RTO,RTO,RTO,67158.030,False
6/11/2018 9:00:00 AM,6/11/2018 5:00:00 AM,RTO,RTO,RTO,RTO,70698.048,False
6/11/2018 10:00:00 AM,6/11/2018 6:00:00 AM,RTO,RTO,RTO,RTO,76336.937,False
6/11/2018 11:00:00 AM,6/11/2018 7:00:00 AM,RTO,RTO,RTO,RTO,81872.645,False
6/11/2018 12:00:00 PM,6/11/2018 8:00:00 AM,RTO,RTO,RTO,RTO,85452.273,False
6/11/2018 1:00:00 PM,6/11/2018 9:00:00 AM,RTO,RTO,RTO,RTO,87722.036,False
6/11/2018 2:00:00 PM,6/11/2018 10:00:00 AM,RTO,RTO,RTO,RTO,89534.116,False
6/11/2018 3:00:00 PM,6/11/2018 11:00:00 AM,RTO,RTO,RTO,RTO,90363.857,False
