datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,zone,da_temperature_set
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 7:00:00 PM,11/9/2018 2:00:00 PM,ATSI,41-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,BC,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,CE,32-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,DAY,41-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 5:00:00 PM,11/9/2018 12:00:00 PM,DEOK,41-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 2:00:00 PM,11/9/2018 9:00:00 AM,DOM,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,DPL,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,DUQ,41-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 1:00:00 PM,11/9/2018 8:00:00 AM,EKPC,41-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,JC,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,ME,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,PE,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,PEP,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,PL,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,PN,50-DAY
11/9/2018 12:00:00 PM,11/9/2018 7:00:00 AM,11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,PS,50-DAY
11/9/2018 1:00:00 PM,11/9/2018 8:00:00 AM,11/10/2018 12:00:00 AM,11/9/2018 7:00:00 PM,EKPC,50-DAY
11/9/2018 2:00:00 PM,11/9/2018 9:00:00 AM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,DOM,59-DAY
11/9/2018 3:00:00 PM,11/9/2018 10:00:00 AM,11/10/2018 1:00:00 AM,11/9/2018 8:00:00 PM,AP,50-DAY
11/9/2018 5:00:00 PM,11/9/2018 12:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,AEP,50-DAY
11/9/2018 5:00:00 PM,11/9/2018 12:00:00 PM,11/9/2018 10:00:00 PM,11/9/2018 5:00:00 PM,DEOK,50-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,AE,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,BC,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,DPL,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,DUQ,50-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,JC,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,ME,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,PE,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,PEP,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,PL,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,PN,59-DAY
11/9/2018 6:00:00 PM,11/9/2018 1:00:00 PM,11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,PS,59-DAY
11/9/2018 7:00:00 PM,11/9/2018 2:00:00 PM,11/9/2018 10:00:00 PM,11/9/2018 5:00:00 PM,ATSI,50-DAY
11/9/2018 10:00:00 PM,11/9/2018 5:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,ATSI,41-DAY
11/9/2018 10:00:00 PM,11/9/2018 5:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,DEOK,41-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,AE,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,AEP,41-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,BC,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,DPL,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,DUQ,41-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,JC,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,ME,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,PE,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,PEP,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,PL,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,PN,50-DAY
11/9/2018 11:00:00 PM,11/9/2018 6:00:00 PM,11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,PS,50-DAY
11/10/2018 12:00:00 AM,11/9/2018 7:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,EKPC,41-DAY
11/10/2018 1:00:00 AM,11/9/2018 8:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,AP,41-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,AE,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,BC,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,DPL,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,JC,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,ME,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,PE,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,PEP,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,PL,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,PN,59-DAY
11/10/2018 3:00:00 AM,11/9/2018 10:00:00 PM,11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,PS,59-DAY
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,AE,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,AEP,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,AP,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,ATSI,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,BC,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,CE,32-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,DAY,32-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,DEOK,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,DOM,59-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,DPL,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,DUQ,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,EKPC,41-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,JC,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,ME,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,PE,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,PEP,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,PL,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,PN,50-NIGHT
11/10/2018 4:00:00 AM,11/9/2018 11:00:00 PM,11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,PS,50-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,AE,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,AEP,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,AP,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,ATSI,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,BC,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,CE,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,DAY,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,DEOK,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 11:00:00 AM,11/11/2018 6:00:00 AM,DOM,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,DPL,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,DUQ,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,EKPC,32-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,JC,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,ME,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,PE,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,PEP,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,PL,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,PN,41-NIGHT
11/11/2018 5:00:00 AM,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,PS,41-NIGHT
11/11/2018 11:00:00 AM,11/11/2018 6:00:00 AM,11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,DOM,32-NIGHT
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,AE,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,AEP,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,AP,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,ATSI,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,BC,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,CE,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,DAY,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,DEOK,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,DOM,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,DPL,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,DUQ,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 2:00:00 PM,11/11/2018 9:00:00 AM,EKPC,32-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,JC,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,ME,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,PE,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,PEP,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,PL,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,PN,41-DAY
11/11/2018 12:00:00 PM,11/11/2018 7:00:00 AM,11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,PS,41-DAY
11/11/2018 2:00:00 PM,11/11/2018 9:00:00 AM,11/11/2018 5:00:00 PM,11/11/2018 12:00:00 PM,EKPC,41-DAY
11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,11/11/2018 7:00:00 PM,11/11/2018 2:00:00 PM,AEP,41-DAY
11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,11/11/2018 7:00:00 PM,11/11/2018 2:00:00 PM,AP,41-DAY
11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,11/11/2018 6:00:00 PM,11/11/2018 1:00:00 PM,DEOK,41-DAY
11/11/2018 3:00:00 PM,11/11/2018 10:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,DOM,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,AE,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,ATSI,41-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,BC,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,DAY,41-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,DPL,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/11/2018 8:00:00 PM,11/11/2018 3:00:00 PM,DUQ,41-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,JC,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,ME,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,PE,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,PEP,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,PL,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,PN,50-DAY
11/11/2018 4:00:00 PM,11/11/2018 11:00:00 AM,11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,PS,50-DAY
11/11/2018 5:00:00 PM,11/11/2018 12:00:00 PM,11/12/2018 2:00:00 AM,11/11/2018 9:00:00 PM,EKPC,50-DAY
11/11/2018 6:00:00 PM,11/11/2018 1:00:00 PM,11/11/2018 11:00:00 PM,11/11/2018 6:00:00 PM,DEOK,50-DAY
11/11/2018 7:00:00 PM,11/11/2018 2:00:00 PM,11/11/2018 10:00:00 PM,11/11/2018 5:00:00 PM,AEP,50-DAY
11/11/2018 7:00:00 PM,11/11/2018 2:00:00 PM,11/11/2018 10:00:00 PM,11/11/2018 5:00:00 PM,AP,50-DAY
11/11/2018 8:00:00 PM,11/11/2018 3:00:00 PM,11/11/2018 9:00:00 PM,11/11/2018 4:00:00 PM,DUQ,50-DAY
11/11/2018 9:00:00 PM,11/11/2018 4:00:00 PM,11/12/2018 2:00:00 AM,11/11/2018 9:00:00 PM,DUQ,41-DAY
11/11/2018 10:00:00 PM,11/11/2018 5:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,AEP,41-DAY
11/11/2018 10:00:00 PM,11/11/2018 5:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,AP,41-DAY
11/11/2018 11:00:00 PM,11/11/2018 6:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,DEOK,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,AE,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,BC,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,DOM,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,DPL,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,JC,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,ME,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,PE,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,PEP,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,PL,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,PN,41-DAY
11/12/2018 12:00:00 AM,11/11/2018 7:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,PS,41-DAY
11/12/2018 2:00:00 AM,11/11/2018 9:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,DUQ,32-DAY
11/12/2018 2:00:00 AM,11/11/2018 9:00:00 PM,11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,EKPC,41-DAY
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,AE,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,AEP,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,AP,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,ATSI,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,BC,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,CE,32-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,DAY,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,DEOK,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,DOM,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,DPL,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,DUQ,32-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,EKPC,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,JC,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,ME,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,PE,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,PEP,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,PL,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,PN,41-NIGHT
11/12/2018 4:00:00 AM,11/11/2018 11:00:00 PM,11/13/2018 5:00:00 AM,11/13/2018 12:00:00 AM,PS,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,AE,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,AEP,32-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,AP,32-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,ATSI,32-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,BC,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,CE,32-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,DAY,32-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 8:00:00 AM,11/12/2018 3:00:00 AM,DEOK,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,DOM,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,DPL,41-NIGHT
11/12/2018 5:00:00 AM,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 PM,11/12/2018 7:00:00 AM,DUQ,32-NIGHT
